title;wikiname;1794_Manchester;1809_Storry;1829_Hookham_novels-romances;1873_Mudies;1907_Mudies;sum_libraries;binary;best_match_circl;circl
the triumph of prudence over passion;THE_TRIUMPH_OF_PRUDENCE_OVER_PASSION;0;0;0;0;0;0;0;the triumph of prudence over passion;1
NA;THE_TRUMPET;0;0;0;0;0;0;0;NA;0
the turn of the screw;THE_TURN_OF_THE_SCREW;0;0;0;0;1;1;1;the turn of the screw;1
the unclassed;THE_UNCLASSED;0;0;0;0;1;1;1;the unclassed;1
the untilled field;THE_UNTILLED_FIELD;0;0;0;0;1;1;1;the untilled field;1
the vampyre;THE_VAMPYRE;0;0;1;0;0;1;1;the vampyre;1
the vicar of wakefield: a tale, supposed to be written by himself;THE_VICAR_OF_WAKEFIELD;1;1;1;0;1;4;1;the vicar of wakefield: a tale, supposed to be written by himself;1
NA;THE_VICAR_OF_WREXHILL;0;0;0;0;0;0;0;NA;0
NA;THE_VILLAGE_IN_THE_JUNGLE;0;0;0;0;0;0;0;NA;0
NA;THE_VIRGINIANS;0;0;0;0;1;1;1;NA;0
the war in the air;THE_WAR_IN_THE_AIR;0;0;0;0;0;0;0;the war in the air;1
the warden;THE_WARDEN;0;0;0;1;1;2;1;the warden;1
the water-babies;THE_WATER-BABIES_A_FAIRY_TALE_FOR_A_LAND_BABY;0;0;0;1;1;2;1;the water-babies;1
the way of all flesh;THE_WAY_OF_ALL_FLESH;0;0;0;0;1;1;1;the way of all flesh;1
the way we live now;THE_WAY_WE_LIVE_NOW;0;0;0;0;1;1;1;the way we live now;1
NA;THE_WELL_AT_THE_WORLD'S_END;0;0;0;0;0;0;0;NA;0
NA;THE_WELL-BELOVED;0;0;0;0;1;1;1;NA;0
NA;THE_WHIRLPOOL;0;0;0;0;1;1;1;NA;0
the white company;THE_WHITE_COMPANY;0;0;0;0;1;1;1;the white company;1
the white peacock;THE_WHITE_PEACOCK;0;0;0;0;0;0;0;the white peacock;1
NA;THE_WHITE_ROOM;0;0;0;0;1;1;1;NA;0
NA;THE_WIDOW_BARNABY;0;0;0;0;0;0;0;NA;0
"the wild irish girl; a national tale";THE_WILD_IRISH_GIRL;0;1;0;0;1;2;1;"the wild irish girl; a national tale";1
the wind in the willows;THE_WIND_IN_THE_WILLOWS;0;0;0;0;0;0;0;the wind in the willows;1
the wings of a dove;THE_WINGS_OF_A_DOVE;0;0;0;0;1;1;1;the wings of a dove;1
the woman in white;THE_WOMAN_IN_WHITE_(NOVEL);0;0;0;1;1;2;1;the woman in white;1
the woodlanders;THE_WOODLANDERS;0;0;0;0;1;1;1;the woodlanders;1
the world set free;THE_WORLD_SET_FREE;0;0;0;0;0;0;0;the world set free;1
the wouldbegoods;THE_WOULDBEGOODS;0;0;0;0;1;1;1;the wouldbegoods;1
NA;THE_WRECKER;0;0;0;0;0;0;0;NA;0
NA;THE_YOUNG_BUGLERS;0;0;0;0;1;1;1;NA;0
NA;THE_YOUNG_DUKE;0;0;0;1;1;2;1;NA;0
NA;THE_YOUNG_FUR_TRADERS;0;0;0;0;0;0;0;NA;0
NA;THREE_WEEKS;0;0;0;0;0;0;0;NA;0
through the looking-glass, and what alice found there;THROUGH_THE_LOOKING-GLASS;0;0;0;1;1;2;1;through the looking-glass, and what alice found there;1
NA;THYRZA;0;0;0;0;1;1;1;NA;0
NA;TIME_AND_THE_GODS;0;0;0;0;1;1;1;NA;0
tom brown's schoolday;TOM_BROWN'S_SCHOOL_DAYS;0;0;0;1;1;2;1;tom brown's schoolday;1
tommy and grizel;TOMMY_AND_GRIZEL;0;0;0;0;1;1;1;tommy and grizel;1
tono-bungay;TONO-BUNGAY;0;0;0;0;0;0;0;tono-bungay;1
treasure island;TREASURE_ISLAND;0;0;0;0;1;1;1;treasure island;1
trilby;TRILBY_(NOVEL);0;0;0;0;0;0;0;trilby;1
NA;TWO_LITTLE_SAVAGES;0;0;0;0;1;1;1;NA;0
NA;TWO_ON_A_TOWER;0;0;0;0;0;0;0;NA;0
typhoon;TYPHOON;0;0;0;0;1;1;1;typhoon;1
uncle silas;UNCLE_SILAS;0;0;0;1;1;2;1;uncle silas;1
under the greenwood tree: a rural painting of the dutch school;UNDER_THE_GREENWOOD_TREE;0;0;0;1;1;2;1;under the greenwood tree: a rural painting of the dutch school;1
under western eyes;UNDER_WESTERN_EYES_(NOVEL);0;0;0;0;0;0;0;under western eyes;1
NA;UNKNOWN_TO_HISTORY;0;0;0;0;0;0;0;NA;0
NA;VALPERGA;0;0;0;0;0;0;0;NA;0
vanity fair;VANITY_FAIR_(NOVEL);0;0;1;0;1;2;1;vanity fair;1
varney the vampire;VARNEY_THE_VAMPIRE;0;0;0;0;0;0;0;varney the vampire;1
vathek;VATHEK;0;0;1;1;0;2;1;vathek;1
"vertue rewarded; or the irish princess";VERTUE_REWARDED;0;0;0;0;0;0;0;"vertue rewarded; or the irish princess";1
villette;VILLETTE_(NOVEL);0;0;0;0;1;1;1;villette;1
vivian grey;VIVIAN_GREY;0;0;0;1;1;2;1;vivian grey;1
NA;VRIL;0;0;0;0;0;0;0;NA;0
NA;WAVERLEY;0;0;0;0;1;1;1;NA;0
NA;WAYFARERS;0;0;0;0;0;0;0;NA;0
the weir of hermiston;WEIR_OF_HERMISTON;0;0;0;0;1;1;1;the weir of hermiston;1
westward ho!;WESTWARD_HO;0;0;0;1;1;2;1;westward ho!;1
NA;WET_MAGIC;0;0;0;0;0;0;0;NA;0
what maisie knew;WHAT_MAISIE_KNEW;0;0;0;0;1;1;1;what maisie knew;1
NA;WILD_ANIMALS_I_HAVE_KNOWN;0;0;0;0;1;1;1;NA;0
NA;WILLING_TO_DIE;0;0;0;0;1;1;1;NA;0
NA;WINTER_EVENING_TALES;0;0;0;0;0;0;0;NA;0
NA;WITH_THE_NIGHT_MAIL;0;0;0;0;0;0;0;NA;0
wives and daughters, an every-day story;WIVES_AND_DAUGHTERS;0;0;0;1;1;2;1;wives and daughters, an every-day story;1
wuthering heights;WUTHERING_HEIGHTS;0;0;0;1;1;2;1;wuthering heights;1
NA;YEAST;0;0;0;0;0;0;0;NA;0
NA;ZASTROZZI;0;0;1;0;0;1;1;NA;0
NA;ZOE;0;0;0;0;0;0;0;NA;0
zuleika dobson, an oxford love story;ZULEIKA_DOBSON;0;0;0;0;0;0;0;zuleika dobson, an oxford love story;1
