title;wikiname;Binz_1790;Binz_1812;Armbruster_1813;Bachmann_1851;Gerold_1859;Last_1901;sum_libraries;binary;best_match_circl;circl
unruhige gaeste;UNRUHIGE_GAESTE;0;0;0;0;0;1;1;1;NA;NA
unsuehnbar;UNSUEHNBAR;0;0;0;0;0;1;1;1;NA;NA
unterhaltungen deutscher ausgewanderten;UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN;0;1;1;1;1;0;4;1;unterhaltungen deutscher ausgewanderten;1
madonna. unterhaltungen mit einer heiligen;UNTERHALTUNGEN_MIT_EINER_HEILIGEN;0;0;0;1;1;0;2;1;madonna. unterhaltungen mit einer heiligen;1
unterm birnbaum;UNTERM_BIRNBAUM;0;0;0;0;0;1;1;1;unterm birnbaum;1
NA;UNTERM_RAD;0;0;0;0;0;0;0;0;NA;NA
unwahrscheinliche wahrhaftigkeiten;UNWAHRSCHEINLICHE_WAHRHAFTIGKEITEN;0;0;0;0;0;0;0;0;unwahrscheinliche wahrhaftigkeiten;1
unwiederbringlich;UNWIEDERBRINGLICH;0;0;0;0;0;1;1;1;unwiederbringlich;1
usong;USONG;1;0;0;0;0;0;1;1;usong;1
venus im pelz;VENUS_IM_PELZ;0;0;0;0;0;0;0;0;venus im pelz;1
vereinigungen;VEREINIGUNGEN;0;0;0;0;0;0;0;0;vereinigungen;1
NA;VERWORRENES_LEBEN;0;0;0;0;0;0;0;0;NA;NA
viel lärmen um nichts;VIEL_LAERMEN_UM_NICHTS;0;0;0;0;1;0;1;1;viel lärmen um nichts;1
NA;VIOLA_TRICOLOR_(STORM);0;0;0;0;0;0;0;0;NA;NA
vittoria accorombona;VITTORIA_ACCOROMBONA;0;0;0;1;1;0;2;1;vittoria accorombona;1
von paul zu pedro;VON_PAUL_ZU_PEDRO;0;0;0;0;0;0;0;0;von paul zu pedro;1
vor dem sturm;VOR_DEM_STURM_(ROMAN);0;0;0;0;0;1;1;1;vor dem sturm;1
NA;WALDEINSAMKEIT;0;0;0;0;0;0;0;0;NA;NA
NA;WALDHEIMAT;0;0;0;0;0;0;0;0;NA;NA
wally, die zweiflerin;WALLY,_DIE_ZWEIFLERIN;0;0;0;0;1;0;1;1;wally, die zweiflerin;1
was die isar rauscht;WAS_DIE_ISAR_RAUSCHT;0;0;0;0;0;0;0;0;was die isar rauscht;1
weiße sclaven oder die leiden des volkes;WEISSE_SCLAVEN_ODER_DIE_LEIDEN_DES_VOLKES;0;0;0;1;1;0;2;1;weiße sclaven oder die leiden des volkes;1
wie frauen werden. werde, die du bist;WIE_FRAUEN_WERDEN._WERDE,_DIE_DU_BIST;0;0;0;0;0;0;0;0;wie frauen werden. werde, die du bist;1
wie fünf mädchen im branntwein jämmerlich umkommen;WIE_FUENF_MAEDCHEN_IM_BRANNTWEIN_JAEMMERLICH_UMKOMMEN;0;0;0;0;0;0;0;0;wie fünf mädchen im branntwein jämmerlich umkommen;1
wie wunderbar ---;WIE_WUNDERBAR;0;0;0;0;0;0;0;0;wie wunderbar ---;1
wiener blut;WIENER_BLUT;0;0;0;0;0;0;0;0;wiener blut;1
wilhelm meisters lehrjahre;WILHELM_MEISTERS_LEHRJAHRE;0;1;1;1;1;1;5;1;wilhelm meisters lehrjahre;1
NA;WILHELM_MEISTERS_THEATRALISCHE_SENDUNG;0;0;0;0;0;0;0;0;NA;NA
wilhelm meisters wanderjahre;WILHELM_MEISTERS_WANDERJAHRE;0;0;0;1;1;1;3;1;wilhelm meisters wanderjahre;1
die geschichte des herrn william lovell;WILLIAM_LOVELL;0;0;0;1;1;0;2;1;die geschichte des herrn william lovell;1
woldemar;WOLDEMAR;0;1;0;0;1;0;2;1;woldemar;1
zerbin oder die neuere philospohie;ZERBIN_ODER_DIE_NEUERE_PHILOSOPHIE;0;0;0;0;0;0;0;0;zerbin oder die neuere philospohie;1
NA;ZUERICHER_NOVELLEN;0;0;0;0;0;0;0;0;NA;NA
zum wilden mann;ZUM_WILDEN_MANN;0;0;0;0;0;0;0;0;zum wilden mann;1
zum zeitvertreib;ZUM_ZEITVERTREIB;0;0;0;0;0;1;1;1;NA;NA
zur chronik von grieshuus;ZUR_CHRONIK_VON_GRIESHUUS;0;0;0;0;0;1;1;1;zur chronik von grieshuus;1
zur wald- und wasserfreude;ZUR_WALD-_UND_WASSERFREUDE;0;0;0;0;0;1;1;1;zur wald- und wasserfreude;1
die zwei schwestern;ZWEI_SCHWESTERN;1;0;0;0;0;0;1;1;die zwei schwestern;1
zwischen himmel und erde;ZWISCHEN_HIMMEL_UND_ERDE_(ERZAEHLUNG_1856);0;0;0;0;1;1;2;1;zwischen himmel und erde;1
