"","author_complete","median"
"172","RICARDA_HUCH",0.0560723413501725
"173","RICHARD_NORDHAUSEN",0.0237824899093644
"174","RICHARD__BEER-HOFMANN",0.0911257006455229
"175","ROBERT_HAMERLING",0.0205467828522686
"176","ROBERT_MUSIL",0.290006555175268
"177","ROBERT_WALSER",0.0691979459011065
"178","RUDOLF_HAWEL",0.0205467828522686
"179","RUDOLF_HERZOG",0.0560723413501725
"180","SALOMON_GESSNER",0.0229446692208475
"181","SOPHIE_BERNHARDI",0.0205467828522686
"182","SOPHIE_MEREAU",0.0331067409471259
"183","SOPHIE_VON_LA_ROCHE",0.0205467828522686
"184","SOPHIE_WÖRISHÖFFER",0.0205467828522686
"185","STANISLAW_PRZYBYSZEWSKI",0.0205467828522686
"186","THEODOR_FONTANE",0.305392408053958
"187","THEODOR_MUNDT",0.0221068485323305
"188","THEODOR_STORM",0.0601640846066759
"189","THERESE_HUBER",0.0237824899093644
"190","THOMAS_MANN",0.0741722353260478
"191","ULRICH_BRÄKER",0.0560723413501725
"192","ULRICH__HEGNER",0.0213268156922996
"193","WILHELMINE_VON_HILLERN",0.0237824899093644
"194","WILHELM_HAUFF",0.274620702296579
"195","WILHELM_HEINRICH_RIEHL",0.0645339993923284
"196","WILHELM_RAABE",0.0601640846066759
"197","WILHELM_VON_POLENZ",0.0221068485323305
"198","WILHELM_WALLOTH",0.0205467828522686
"199","WILHELM__HEINSE",0.274620702296579
"200","WILLIBALD_ALEXIS",0.0205467828522686
