"louvain","louvain group","id"
"1","","TREASURE_ISLAND_Q185118"
"3","","TROILUS_AND_CRISEYDE_noWikiID"
"2","","TURKISH_TALES_noWikiID"
"11","","TWELFTH_NIGHT_Q221211"
"0","","TWO_DAYS_IN_ARAGON_noWikiID"
"13","","TWO_TREATISES_OF_GOVERNMENT_Q231949"
"5","","TÁIN_BÓ_CÚAILNGE_Q399113"
"6","","ULYSSES_(NOVEL)_Q6511"
"6","","ULYSSES_noWikiID"
"0","","UNDER_WESTERN_EYES_(NOVEL)_Q3685905"
"0","","UNE_TEMPÊTE_Q1237741"
"0","","UNION_STREET_Q7886134"
"4","","UNTO_THIS_LAST_Q144132"
"1","","UP_THE_JUNCTION_Q7898114"
"0","","VALPERGA_noWikiID"
"17","","VAN_HELSING_noWikiID"
"8","","VANITY_FAIR_(NOVEL)_Q612836"
"1","","VATHEK_Q54548"
"4","","VESTIGES_OF_THE_NATURAL_HISTORY_OF_CREATION_Q1814215"
"8","","VILLETTE_(NOVEL)_Q2449570"
"1","","VRIL_Q510699"
"37","","WAITING_FOR_GODOT_Q19871"
"0","","WALLACE_noWikiID"
"7","","WALSINGHAM_noWikiID"
"12","","WATCHMEN_noWikiID"
"5","","WAVERLEY_(NOVEL)_Q678251"
"12","","WAVERLEY_Q678251"
"13","","WE_(NOVEL)_Q83799"
"11","","WE_ARE_SEVEN_noWikiID"
"0","","WEEP_NOT,_CHILD_Q3953479"
"12","","WELLEK_noWikiID"
"12","","WHAT_MAISIE_KNEW_Q2943614"
"0","","WIDE_SARAGOSSA_SEA_Q2268151"
"12","","WIDE_SARGASSO_SEA_Q2268151"
"18","","WIDOWER'S_HOUSES_Q724688"
"0","","WIELAND_(NOVEL)_Q7998930"
"13","","WILD_THINGS_noWikiID"
"2","","WILHELM_MEISTER_noWikiID"
"5","","WOMAN'S_JOURNAL_noWikiID"
"5","","WOMAN'S_WORLD_noWikiID"
"12","","WOMEN_IN_LOVE_Q2443714"
"3","","WORK_IN_PROGRESS_(BOOK)_Q28134463"
"8","","WUTHERING_HEIGHTS_Q202975"
"1","","ZOFLOYA_Q8073404"
