,wikiname,variations,wikiID,tag,count
5317,GEORGE_BALLARD_(BIOGRAPHER),['George Ballard'],Q1148453,PERSON,2
5318,GEORGE_BANNATYNE,['George Bannatyne'],Q15529864,PERSON,1
5319,GEORGE_BARKER_(POET),['George Barker'],Q16012563,PERSON,4
5320,GEORGE_BARRET_JR.,['George Barret'],Q5536742,PERSON,1
5321,GEORGE_BARRET_SR.,['George Barret'],Q5536751,PERSON,1
5322,GEORGE_BENTHAM,['Bentham'],Q731808,PERSON,3
5323,GEORGE_BENTLEY_(PUBLISHER),['George Bentley'],Q18527189,PERSON,7
5324,GEORGE_BERKELEY,"['Berkeley', 'George Berkeley', 'Bishop Berkeley']",Q82049,PERSON,73
5325,GEORGE_BERNARD_SHAW,['George Bernard Shaw'],noWikiID,PERSON,31
5326,GEORGE_BLAKE_(NOVELIST),"['George Blake', 'Blake']",Q1506997,PERSON,5
5327,GEORGE_BLOOD,['George Blood'],noWikiID,PERSON,1
5328,GEORGE_BORROW,['George Borrow'],Q2137717,PERSON,2
5329,GEORGE_BOWLING,['George Bowling'],noWikiID,PERSON,1
5330,GEORGE_BRANDES,['George Brandes'],noWikiID,PERSON,1
5331,GEORGE_BRITTAINE,['George Brittaine'],noWikiID,PERSON,2
5332,GEORGE_BUCHANAN,"['George Buchanan', 'Buchanan']",Q715169,PERSON,11
5333,GEORGE_BUCHANAN_(POLITICIAN),['George Buchanan'],Q5537384,PERSON,3
5334,GEORGE_CAMPBELL_(MINISTER),['George Campbell'],Q3101456,PERSON,4
5335,GEORGE_CAMPBELL_(ROYAL_NAVY_OFFICER),['George Campbell'],Q5537640,PERSON,1
5336,GEORGE_CAMPBELL_HAY,['George Campbell Hay'],Q3078573,PERSON,1
5337,GEORGE_CANNING,['George Canning'],Q219731,PERSON,9
5338,GEORGE_CANNON_(PUBLISHER),['George Cannon'],Q5537660,PERSON,1
5339,GEORGE_CARLETON_(ACTOR),['George Carlton'],Q20810603,PERSON,1
5340,GEORGE_CHAPMAN,['Chapman'],Q342720,PERSON,13
5341,GEORGE_CHEYNE_(PHYSICIAN),['George Cheyne'],Q1507112,PERSON,2
5342,GEORGE_COLERIDGE,['George Coleridge'],noWikiID,PERSON,1
5343,GEORGE_COLMAN_THE_ELDER,['George Colman the Elder'],Q898147,PERSON,2
5344,GEORGE_COLMAN_THE_YOUNGER,"['George Colman the Younger', 'George Colman, the Younger', 'George Colman', 'Colman']",Q513170,PERSON,12
5345,GEORGE_COLWAN,['George Colwan'],noWikiID,PERSON,1
5346,GEORGE_COMBE,['George Combe'],Q550136,PERSON,2
5347,GEORGE_COPPARD,['Coppard'],Q5538120,PERSON,1
5348,GEORGE_CRABBE,"['Crabbe', 'George Crabbe']",Q903516,PERSON,48
5349,GEORGE_CRAIK_OF_MACMILLANS,['George Craik of Macmillans'],noWikiID,PERSON,1
5350,GEORGE_CRANFIELD_BERKELEY,['George Berkeley'],Q4084923,PERSON,1
5351,GEORGE_CROLLY,['George Crolly'],Q30158477,PERSON,1
5352,GEORGE_CROLY,['George Croly'],Q4241808,PERSON,1
5353,GEORGE_CROOME_ROBERTSON,['George Croome Robertson'],noWikiID,PERSON,1
5354,GEORGE_CRUIKSHANK,"['George Cruickshank', 'George Cruikshank', 'George', 'Cruikshank']",Q360466,PERSON,17
5355,GEORGE_CRUIKSHANK_(EDITOR),['George Cruikshank'],Q5538256,PERSON,1
5356,GEORGE_CUMBERLAND,['George Cumberland'],Q5538265,PERSON,1
5357,GEORGE_D._PAINTER,['George Painter'],Q2408417,PERSON,1
5358,GEORGE_DANGERFIELD,['George Dangerfield'],Q1507199,PERSON,1
5359,GEORGE_DARLEY,['George Darley'],Q1450149,PERSON,2
5360,GEORGE_DAVIE,['George Davie'],noWikiID,PERSON,2
5361,GEORGE_DEVINE,['George Devine'],Q2918545,PERSON,2
5362,GEORGE_DIBDIN_PITT,"['George Dibdin Pitt', 'Dibdin Pitt']",Q5538519,PERSON,6
5363,GEORGE_DODD_(TENNIS),['George Dodd'],Q13512787,PERSON,1
5364,GEORGE_DOUGLAS_BROWN,"['George Douglas Brown', 'Brown']",Q3101534,PERSON,6
5365,GEORGE_DUHAMEL,['George Duhamel'],noWikiID,PERSON,1
5366,GEORGE_DU_MAURIER,"['George du Maurier', 'George Du Maurier', 'Du Maurier']",Q949700,PERSON,14
5367,GEORGE_DYER_(POET),['George Dyer'],Q5538694,PERSON,1
5368,GEORGE_EDWIN_ELLISON,['George Ellison'],Q122851,PERSON,2
5369,GEORGE_EGERTON,"['George Egerton', 'Mary Chavelita Dunne']",Q273207,PERSON,31
5370,GEORGE_EGERTON_(ROYAL_NAVY_OFFICER),['George Egerton'],Q3429743,PERSON,3
5371,GEORGE_ELIOT,"['George Eliot', 'Eliot', 'Marian Evans', 'Mary Ann Evans', 'Mary Ann Cross']",Q131333,PERSON,1165
5372,GEORGE_ELLISON_(ACADEMIC),['George Ellison'],Q5538970,PERSON,1
5373,GEORGE_ELLIS_(POET),['George Ellis'],Q5538967,PERSON,3
5374,GEORGE_ERIC_ROWE_GEDYE,['G. E. R. Gedye'],Q1507315,PERSON,1
5375,GEORGE_ERNEST_SHELLEY,['Shelley'],Q1507320,PERSON,12
5376,GEORGE_ETHEREGE,"['Etherege', 'George Etherege']",Q2546081,PERSON,13
5377,GEORGE_FAITHFUL_MENDAX,['George Faithful Mendax'],noWikiID,PERSON,1
5378,GEORGE_FARQUHAR,"['George Farquhar', 'Farquhar']",Q517634,PERSON,43
5379,GEORGE_FAULKNER,['George Faulkner'],Q5539208,PERSON,4
5380,GEORGE_FIELD_(ACTOR),['George Field'],Q5406844,PERSON,1
5381,GEORGE_FISHER_(NEW_ZEALAND_POLITICIAN),['George Fisher'],Q5539289,PERSON,1
5382,GEORGE_FITZ-HARDINGE_BERKELEY,"['George Berkeley', 'George Monk-Berkeley']",Q5536927,PERSON,2
5383,GEORGE_FITZMAURICE,['George Fitzmaurice'],Q1352043,PERSON,2
5384,GEORGE_FOX,['George Fox'],Q310439,PERSON,3
5385,GEORGE_FREDERIC_WATTS,"['G. F. Watts', 'Watts', 'George Frederic Watts']",Q183245,PERSON,11
5386,GEORGE_FRIDERIC_HANDEL,['George Frideric Handel'],noWikiID,PERSON,1
5387,GEORGE_FRIEL,['George Friel'],Q5539504,PERSON,2
5388,GEORGE_FRISBIE_WHICHER,['George Frisbie Whicher'],noWikiID,PERSON,1
5389,GEORGE_GARRETT,['George Garret'],Q5539634,PERSON,1
5390,GEORGE_GASCOIGNE,['Gascoigne'],Q333528,PERSON,1
5391,GEORGE_GASKELL,['Gaskell'],Q5539637,PERSON,44
5392,GEORGE_GEITH_OF_FEN_COURT,['George Geith of Fen Court'],noWikiID,PERSON,1
5393,GEORGE_GILBERT_(CRICKETER),['George Gilbert'],Q28089035,PERSON,2
5394,GEORGE_GILFILLAN,['George Gilfillan'],Q5539710,PERSON,1
5395,GEORGE_GISSING,['George Gissing'],noWikiID,PERSON,40
5396,GEORGE_GLEIG_(PRIEST),['George Gleig'],Q1494432,PERSON,1
5397,GEORGE_GOEHRING,['George Goehring'],noWikiID,PERSON,1
5398,GEORGE_GOLDIE_OF_EDINBURGH,['George Goldie of Edinburgh'],noWikiID,PERSON,1
5399,GEORGE_GREGORY_(BRITISH_WRITER),['George Gregory'],Q5539897,PERSON,1
5400,GEORGE_GREGORY_SMITH,"['G. Gregory Smith', 'Gregory Smith']",Q5539901,PERSON,6
5401,GEORGE_GRENVILLE,['George Grenville'],Q244616,PERSON,1
5402,GEORGE_GRIERSON_(PRINTER),['George Grierson'],Q5539915,PERSON,1
5403,GEORGE_GROSSMITH,"['George Grossmith', 'Grossmith']",Q1564825,PERSON,3
5404,GEORGE_GROSZ,['George Grosz'],noWikiID,PERSON,1
5405,GEORGE_GROTE,"['George Grote', 'Grote']",Q1364848,PERSON,5
5406,GEORGE_H._JESSOP,['George H. Jessop'],Q17388377,PERSON,1
5407,GEORGE_HAD,['George had'],noWikiID,PERSON,1
5408,GEORGE_HAGGERTY,['George Haggerty'],noWikiID,PERSON,1
5409,GEORGE_HAS,['George has'],noWikiID,PERSON,1
5410,GEORGE_HAVEN_PUTNAM,"['George Haven Putnam', 'George H. Putnam']",Q5540325,PERSON,3
5411,GEORGE_HAY_(POLITICIAN),['George Hay'],Q5540337,PERSON,1
5412,GEORGE_HENRY_LEWES,"['George Henry Lewes', 'Lewes', 'George Lewes', 'G. H. Lewes', 'G.H. Lewes']",Q1275943,PERSON,49
5413,GEORGE_HENRY_MOORE_(POLITICIAN),['George Henry Moore'],Q5540467,PERSON,1
5414,GEORGE_HERBERT,"['Herbert', 'George Herbert']",Q317887,PERSON,20
5415,GEORGE_HERRIMAN,['George Herriman'],Q453440,PERSON,1
5416,GEORGE_HOUSTON_BROWN,['George H. Brown'],Q1507599,PERSON,1
5417,GEORGE_HOWE_(PRINTER),['George Howe'],Q5540788,PERSON,1
5418,GEORGE_I._IF_CONTINUATION_OF_THE_LETTERS_OF_A_TURKISH_SPY,['George I. If Continuation of the Letters of a Turkish Spy'],noWikiID,PERSON,1
5419,GEORGE_I._OTHER,['George I. Other'],noWikiID,PERSON,1
5420,GEORGE_III,"['George III', 'King George III']",Q127318,PERSON,21
5421,GEORGE_III_OF_GEORGIA,['George III'],Q542017,PERSON,20
5422,GEORGE_III_OF_GREAT_BRITAIN,['George III'],Q127318,PERSON,2
5423,GEORGE_II_OF_GREAT_BRITAIN,['George II'],Q131981,PERSON,8
5424,GEORGE_II_OF_GREECE,['George II'],Q152935,PERSON,11
5425,GEORGE_II_PRINCE_OF_WALDECK_AND_PYRMONT,['George II'],Q62153,PERSON,1
5426,GEORGE_IV,"['George IV', 'George, the Prince Regent']",Q130586,PERSON,8
5427,GEORGE_I_OF_GREAT_BRITAIN,"['George I', 'George, Prince Elector of Hanover', 'George Ludwig, Elector of Brunswick-Lüneburg', 'King George I', 'King George', 'George I.']",Q130805,PERSON,20
5428,GEORGE_I_OF_GREECE,['George I'],Q17142,PERSON,2
5429,GEORGE_JACKSON_(ACTIVIST),['George Jackson'],Q1507656,PERSON,3
5430,GEORGE_JERMENT,['George Jerment'],noWikiID,PERSON,1
5431,GEORGE_KEARSLEY,['George Kearsley'],noWikiID,PERSON,1
5432,GEORGE_LAMB,['George Lamb'],Q5541504,PERSON,2
5433,GEORGE_LAMMING,"['George Lamming', 'Lamming']",Q1340511,PERSON,51
5434,GEORGE_LANDOW,['George Landow'],noWikiID,PERSON,3
5435,GEORGE_LANSBURY,['George Lansbury'],Q247589,PERSON,2
5436,GEORGE_LEVINE,"['George Levine', 'Levine']",noWikiID,PERSON,14
5437,GEORGE_LEWIS_SCOTT,['George Lewis Scott'],Q5541712,PERSON,1
5438,GEORGE_LILLIE_CRAIK,"['George Craik', 'George Lillie Craik']",Q4240056,PERSON,3
5439,GEORGE_LILLO,['George Lillo'],Q832532,PERSON,5
5440,GEORGE_LIPPARD,['George Lippard'],Q1507770,PERSON,4
5441,GEORGE_LOWNDES,['George Lowndes'],Q5543910,PERSON,1
5442,GEORGE_LUCAS,['George Lucas'],noWikiID,PERSON,1
5443,GEORGE_LUDWIG,['George Ludwig'],Q5541869,PERSON,1
5444,GEORGE_LUKS,['George Luks'],Q337733,PERSON,1
5445,GEORGE_LYTTELTON_1ST_BARON_LYTTELTON,['George Lyttelton'],Q336899,PERSON,3
5446,GEORGE_MACARTNEY_1ST_EARL_MACARTNEY,['Macartney'],Q335019,PERSON,6
5447,GEORGE_MACBETH,['George MacBeth'],Q705588,PERSON,2
5448,GEORGE_MACDONALD,"['George MacDonald', 'MacDonald', 'George Macdonald']",Q368519,PERSON,16
5449,GEORGE_MACDONALD_(GAME_DESIGNER),['George MacDonald'],Q18152004,PERSON,3
5450,GEORGE_MACKAY_BROWN,['George Mackay Brown'],Q639647,PERSON,4
5451,GEORGE_MACKENZIE_(1741–1787),"['George Mackenzie', 'Mackenzie']",Q16859386,PERSON,7
5452,GEORGE_MEADE,['Meade'],Q297121,PERSON,15
5453,GEORGE_MEREDITH,['George Meredith'],Q90238,PERSON,22
5454,GEORGE_MEREDITH_(TASMANIAN_SETTLER),['George Meredith'],Q5542412,PERSON,6
5455,GEORGE_MERRILL_(LIFE_PARTNER_OF_EDWARD_CARPENTER),['George Merrill'],Q5542422,PERSON,1
5456,GEORGE_MILLS,['George Mills'],noWikiID,PERSON,1
5457,GEORGE_MONCK_1ST_DUKE_OF_ALBEMARLE,['George Monck'],Q335106,PERSON,2
5458,GEORGE_MONTAGU_(NATURALIST),['Montagu'],Q2268111,PERSON,115
5459,GEORGE_MOORE_(JOCKEY),['George Moore'],Q2787527,PERSON,154
5460,GEORGE_MORROW_(BASSIST),['George Morrow'],Q3101779,PERSON,1
5461,GEORGE_MUNRO_1ST_OF_AUCHINBOWIE,['George Munro'],Q5542698,PERSON,1
5462,GEORGE_NARES,['Nares'],Q504761,PERSON,3
5463,GEORGE_NEWNES,['George Newnes'],Q2294382,PERSON,7
5464,GEORGE_O'BRIEN_(PAINTER),"[""George O'Brien""]",Q5542958,PERSON,1
5465,GEORGE_O'BRIEN_(WRITER),"[""George O'Brien""]",Q5542959,PERSON,1
5466,GEORGE_O'NEILL,"[""George O'Neill""]",noWikiID,PERSON,1
5467,GEORGE_OGILVIE,['George Ogilvie'],Q3101803,PERSON,1
5468,GEORGE_OPPEN,['George Oppen'],Q3101810,PERSON,2
5469,GEORGE_ORWELL,['George Orwell'],noWikiID,PERSON,37
5470,GEORGE_OSBORNE,['George Osborne'],Q332493,PERSON,4
5471,GEORGE_P._WETMORE,['William Wetmore'],Q886209,PERSON,1
5472,GEORGE_PADMORE,['George Padmore'],Q737469,PERSON,1
5473,GEORGE_PASTON,"['George Paton', 'George Paston']",Q5543227,PERSON,4
5474,GEORGE_PAYNE_RAINSFORD_JAMES,['G. P. R. James'],Q1508054,PERSON,5
5475,GEORGE_PEELE,['George Peele'],Q704626,PERSON,2
5476,GEORGE_PETRIE,['George Petrie'],noWikiID,PERSON,1
5477,GEORGE_PETRIE_(ANTIQUARIAN),['George Petrie'],Q982108,PERSON,1
5478,GEORGE_PHILLIPS_MANNERS,['Manners'],Q5543397,PERSON,6
5479,GEORGE_PUTTENHAM,['George Puttenham'],Q3101849,PERSON,2
5480,GEORGE_R._FEARON,['George Fearon'],Q5543624,PERSON,1
5481,GEORGE_REAVEY,['George Reavey'],Q5543759,PERSON,3
5482,GEORGE_REGINALD_STARR,['George Starr'],Q3101929,PERSON,2
5483,GEORGE_REYNOLDS_(MORMON),['George Reynolds'],Q5543821,PERSON,1
5484,GEORGE_RICHARDSON_PORTER,['G. R. Porter'],Q5543867,PERSON,1
5485,GEORGE_RIDPATH,['George Ridpath'],Q3101864,PERSON,1
5486,GEORGE_RISK,['George Risk'],noWikiID,PERSON,1
5487,GEORGE_ROBERTS_(PUBLISHER),"['George Roberts', 'Maunsel']",Q5543943,PERSON,3
5488,GEORGE_ROBERTS_(TROMBONIST),['George Roberts'],Q5543946,PERSON,1
5489,GEORGE_ROBERT_SIMS,"['George Sims', 'George Robert Sims', 'George R. Sims']",Q531150,PERSON,5
5490,GEORGE_ROBEY,['George Robey'],noWikiID,PERSON,1
5491,GEORGE_ROBINSON,['George Robinson'],noWikiID,PERSON,1
5492,GEORGE_ROBINSON_(BOOKSELLER),['George Robinson'],Q18810734,PERSON,3
5493,GEORGE_ROBINSON_(SWINDLER),['George Robinson'],Q5543967,PERSON,1
5494,GEORGE_ROEBUCK,['George Roebuck'],noWikiID,PERSON,1
5495,GEORGE_ROMANES,"['George Romanes', 'George John Romanes']",Q983825,PERSON,2
5496,GEORGE_ROMERO,['George Romero'],noWikiID,PERSON,2
5497,GEORGE_ROMNEY_(PAINTER),['Romney'],Q371280,PERSON,5
5498,GEORGE_ROUTLEDGE,['George Routledge'],Q5544076,PERSON,5
5499,GEORGE_ROWELL,['George Rowell'],noWikiID,PERSON,1
5500,GEORGE_RUDÉ,['George Rudé'],Q3814503,PERSON,1
5501,GEORGE_RUSSELL_(COMPOSER),['George Russell'],Q535308,PERSON,9
5502,GEORGE_S._MYERS,['Myers'],Q553408,PERSON,23
5503,GEORGE_SACKVILLE_COTTER,['George Sackville Cotter'],noWikiID,PERSON,1
5504,GEORGE_SAINTSBURY,['George Saintsbury'],noWikiID,PERSON,11
5505,GEORGE_SAMPSON,['George Sampson'],Q718455,PERSON,1
5506,GEORGE_SAND,"['Georges Sand', 'George Sand']",Q3816,PERSON,6
5507,GEORGE_SANTAYANA,['George Santayana'],noWikiID,PERSON,2
5508,GEORGE_SAUNDERS,['George Saunders'],noWikiID,PERSON,2
5509,GEORGE_SAVAGE_(POLITICIAN),['George Savage'],Q5544306,PERSON,1
5510,GEORGE_SAWLE,['George Sawle'],noWikiID,PERSON,1
5511,GEORGE_SHERSTON,['George Sherston'],noWikiID,PERSON,1
5512,GEORGE_SHIELS,"['George Shiels', 'Shiels']",Q5544522,PERSON,8
5513,GEORGE_SIGERSON,"['Hester Sigerson', 'George Sigerson']",Q5544551,PERSON,3
5514,GEORGE_SMITH,['George Smith'],noWikiID,PERSON,1
5515,GEORGE_SMITH_(ASSYRIOLOGIST),['George Smith'],Q1009506,PERSON,10
5516,GEORGE_SMITH_(RUGBY_UNION),['George Smith'],Q370059,PERSON,3
5517,GEORGE_SOMERSET_3RD_BARON_RAGLAN,['George Somerset'],Q5544693,PERSON,1
5518,GEORGE_STEEVENS,['George Steevens'],Q1450536,PERSON,2
5519,GEORGE_STEINER,['George Steiner'],noWikiID,PERSON,4
5520,GEORGE_STIFF,['George Stiff'],Q5544859,PERSON,1
5521,GEORGE_STORY,['George Story'],noWikiID,PERSON,1
5522,GEORGE_STUBBES,['George Stubbes'],noWikiID,PERSON,2
5523,GEORGE_STURT,['George Sturt'],Q5544942,PERSON,1
5524,GEORGE_TAKES_A_JOB,['George Takes a Job'],noWikiID,PERSON,1
5525,GEORGE_TALBOYS,['George Talboys'],noWikiID,PERSON,13
5526,GEORGE_THOMSON,['George Thomson'],noWikiID,PERSON,1
5527,GEORGE_THOMSON_(MUSICIAN),['George Thomson'],Q5545192,PERSON,1
5528,GEORGE_THOMSON_BARON_THOMSON_OF_MONIFIETH,['George Thomson'],Q332630,PERSON,2
5529,GEORGE_THORNDIKE_ANGELL,['George Angell'],Q5545204,PERSON,1
5530,GEORGE_TOMKYNS_CHESNEY,"['George Chesney', 'George Tomkyns Chesney']",Q5545264,PERSON,4
5531,GEORGE_V,"['George V', 'George V.']",Q269412,PERSON,6
5532,GEORGE_VAVASOUR,['George Vavasour'],noWikiID,PERSON,2
5533,GEORGE_VERTUE,['George Vertue'],Q930477,PERSON,2
5534,GEORGE_VI,['George VI'],Q280856,PERSON,1
5535,"GEORGE_VILLIERS,_1ST_DUKE_OF_BUCKINGHAM","['Villiers, the Duke of Buckingham']",Q313817,PERSON,1
5536,GEORGE_VILLIERS_(DIED_1606),['George Villiers'],Q5545499,PERSON,1
5537,GEORGE_VILLIERS_1ST_DUKE_OF_BUCKINGHAM,"['George Villiers', 'Villiers', 'George Villiers, Duke of Buckingham']",Q313817,PERSON,5
5538,GEORGE_VILLIERS_2ND_DUKE_OF_BUCKINGHAM,"['George Villiers, 2nd Duke of Buckingham']",Q336101,PERSON,1
5539,GEORGE_VINING,['George Vining'],noWikiID,PERSON,1
5540,GEORGE_W._BUSH,"['George W. Bush', 'Bush']",Q207,PERSON,4
5541,GEORGE_W._M._REYNOLDS,"['G. W. M. Reynolds', 'G. W. M. Reynold']",Q3102010,PERSON,13
5542,GEORGE_WALKER,['George Walker'],noWikiID,PERSON,1
5543,GEORGE_WALKER_(VAUDEVILLE),['George Walker'],Q5545822,PERSON,1
5544,GEORGE_WARRINGTON_STEVENS,['George Warrington Stevens'],noWikiID,PERSON,2
5545,GEORGE_WASHINGTON,['George Washington'],Q23,PERSON,7
5546,GEORGE_WHITEFIELD,['George Whitefield'],Q314399,PERSON,8
5547,GEORGE_WHITTAKER_(ROWING),['George Whittaker'],Q24005775,PERSON,1
5548,GEORGE_WICKHAM,['George Wickham'],noWikiID,PERSON,1
5549,GEORGE_WILLIAM_FOOTE,['G. W. Foote'],Q366260,PERSON,1
5550,GEORGE_WILLIAM_HORNER,['Horner'],Q5546315,PERSON,2
5551,GEORGE_WILLIAM_RUSSELL,['George William Russell'],noWikiID,PERSON,1
5552,GEORGE_WILLIS_COOKE,['George Willis Cooke'],Q15437653,PERSON,1
5553,GEORGE_WILSON,['George Wilson'],noWikiID,PERSON,2
5554,GEORGE_WINCHESTER_STONE,['George Winchester Stone'],noWikiID,PERSON,1
5555,GEORGE_WITHER,['George Wither'],Q5546465,PERSON,1
5556,GEORGE_WODEN,['George Woden'],noWikiID,PERSON,1
5557,GEORGE_WYLIE_HUTCHINSON,['George Hutchinson'],Q28232812,PERSON,1
5558,GEORGE_ZIMMERMAN,['George Zimmermann'],Q14165349,PERSON,1
5559,GEORGE__STEINER,['George  Steiner'],noWikiID,PERSON,1
5560,GEORGIANA_BURNE-JONES,"['Georgiana MacDonald', 'Georgiana', 'Burne-Jones']",Q5548099,PERSON,5
5561,GEORGIANA_CAVENDISH_DUCHESS_OF_DEVONSHIRE,"['Georgiana Cavendish', 'Duchess of Devonshire', 'Georgiana Spencer']",Q235644,PERSON,4
5562,GEORGIANA_FULLERTON,['Lady Georgiana Fullerton'],Q5548102,PERSON,1
5563,GEORGIC,['Georgic'],noWikiID,PERSON,9
5564,GEORGICS,['Georgics'],noWikiID,PERSON,5
5565,GEORGICS_2.458–542,['Georgics 2.458–542'],noWikiID,PERSON,1
5566,GEORGICS_VIRGIL,['Georgics Virgil'],noWikiID,PERSON,1
5567,GEORGIE_HYDE-LEES,"['George Hyde-Lees', 'Georgie Hyde-Lees']",Q5548182,PERSON,3
5568,GEORGINA_TOSHINGTON,['Georgina Toshington'],noWikiID,PERSON,1
5569,GEORGI_IVANOVICH_GURDJIEFF,['Georgi Ivanovich Gurdjieff'],noWikiID,PERSON,1
5570,GEORGI_TODOROV_(GENERAL),['Todorov'],Q1352383,PERSON,3
5571,GEORG_BRANDES,['Georg Brandes'],noWikiID,PERSON,1
5572,GEORG_FORSTER,['Georg Forster'],noWikiID,PERSON,1
5573,GEORG_HEGEL,['Georg Hegel'],noWikiID,PERSON,1
5574,GEORG_KAISER,['Georg Kaiser'],noWikiID,PERSON,1
5575,GEORG_LUK,['Georg Luk'],noWikiID,PERSON,1
5576,GEORG_LUKAĆS,['Georg Lukaćs'],noWikiID,PERSON,8
5577,GEORG_LUKÁCS,['Georg Lukács'],noWikiID,PERSON,10
5578,GEORG_MISCH,['Georg Misch'],noWikiID,PERSON,1
5579,GEORG_SIMMEL,['Georg Simmel'],noWikiID,PERSON,3
5580,GEORG_WILHELM_FRIEDRICH_HEGEL,['Georg Wilhelm Friedrich Hegel'],noWikiID,PERSON,1
5581,GEORG_ZIMMERMANN,['Georg Zimmermann'],Q22806865,PERSON,1
5582,GERALD_BRENAN,['Gerald Brenan'],Q3103862,PERSON,2
5583,GERALD_BULLETT,['Gerald Bullett'],Q5548972,PERSON,1
5584,GERALD_D._MORGAN,['Gerald Morgan'],Q5549056,PERSON,1
5585,GERALD_DAWE,['Gerald Dawe'],Q5549067,PERSON,2
5586,GERALD_DUCKWORTH,['Duckworth'],Q3103871,PERSON,1
5587,GERALD_DU_MAURIER,['Gerald du Maurier'],noWikiID,PERSON,1
5588,GERALD_FITZGERALD_(PRIEST),['Gerald Fitzgerald'],Q15451683,PERSON,1
5589,GERALD_GRAFF,['Gerald Graff'],Q495555,PERSON,1
5590,GERALD_GRIFFIN,['Gerald Griffin'],Q1509898,PERSON,10
5591,GERALD_HAMILTON_(ARCHITECT),['Gerald Hamilton'],Q28976343,PERSON,1
5592,GERALD_MACNAMARA,['Gerald MacNamara'],noWikiID,PERSON,1
5593,GERALD_MASSEY,['Gerald Massey'],Q2470221,PERSON,2
5594,GERALD_NEWMAN,['Gerald Newman'],noWikiID,PERSON,2
5595,GERALD_O'DONOVAN,"[""Gerald O'Donovan""]",Q15996317,PERSON,1
5596,GERALD_OF_WALES,"['Giraldus Cambrensis', 'Giraldus']",Q357824,PERSON,5
5597,GERALD_SEYMOUR,['Gerald Seymour'],Q670108,PERSON,1
5598,GERALD_STANLEY_LEE'S,"[""Gerald Stanley Lee's""]",noWikiID,PERSON,1
5599,GERALLT_LLOYD_OWEN,['Gerallt Lloyd Owen'],Q5549841,PERSON,1
5600,GERARDINE_MACPHERSON,['Gerardine Macpherson'],Q18813209,PERSON,1
5601,GERARDINE_MEANEY,['Gerardine Meaney'],noWikiID,PERSON,3
5602,GERARD_CARRUTHERS,"['Gerard Carruthers', 'Carruthers']",noWikiID,PERSON,6
5603,GERARD_GENETTE,['Gerard Genette'],noWikiID,PERSON,1
5604,GERARD_LANGBAINE_THE_ELDER,['Gerard Langbaine'],Q5550053,PERSON,1
5605,GERARD_MANLEY_HOPKINS,"['Gerard Manley Hopkins', 'G. M. Hopkins']",Q313693,PERSON,18
5606,GERARD_MURPHY_(ACTOR),['Gerard Murphy'],Q2132927,PERSON,1
5607,GERARD_MURPHY_(MATHEMATICIAN),['Gerard Murphy'],Q5550106,PERSON,2
5608,GERARD_SMYTH,['Gerard Smyth'],Q5550157,PERSON,1
5609,GERARD_STEMBRIDGE,['Gerard Stembridge'],noWikiID,PERSON,3
5610,GERDA_CHARLES,['Gerda Charles'],Q5550473,PERSON,2
5611,GERHARDT_HAUPTMANN,['Gerhardt Hauptmann'],noWikiID,PERSON,1
5612,GERHART_HAUPTMANN,['Gerhart Hauptmann'],noWikiID,PERSON,1
5613,GERMAINE_DE_STAËL,"['Germaine de Staël', 'de Staël', 'Madame de Staël', 'Mme de Staël']",Q123041,PERSON,19
5614,GERMAINE_GREER,['Germaine Greer'],noWikiID,PERSON,11
5615,GERRARD,['Gerrard'],noWikiID,PERSON,1
5616,GERRY_ADAMS,['Gerry Adams'],Q76139,PERSON,2
5617,GERRY_EVANS,['Gerry Evans'],noWikiID,PERSON,1
5618,GERRY_SMYTH,['Gerry Smyth'],Q5553033,PERSON,1
5619,GERTRUDE_DIX,['Gertrude Dix'],noWikiID,PERSON,5
5620,GERTRUDE_E._JENNINGS,['Gertrude Jennings'],Q17626676,PERSON,1
5621,GERTRUDE_HIMMELFARB,['Gertrude Himmelfarb'],noWikiID,PERSON,1
5622,GERTRUDE_JEKYLL,['Gertrude Jekyll'],Q452354,PERSON,2
5623,GERTRUDE_LORIMER,['Gertrude Lorimer'],noWikiID,PERSON,2
5624,GERTRUDE_MCFUZZ,['Gertrude McFuzz'],noWikiID,PERSON,1
5625,GERTRUDE_SAVILE,['Gertrude Savile'],noWikiID,PERSON,2
5626,GERTRUDE_STEIN,"['Stein', 'Gertrude Stein']",Q188385,PERSON,33
5627,GERTY_CORI,['Gerty'],Q204733,PERSON,5
5628,GERTY_MACDOWELL,['Gerty MacDowell'],noWikiID,PERSON,5
5629,GERT_DE_KOCK,['De Kock'],Q28113156,PERSON,1
5630,GHAELAIBH,['Ghaelaibh'],noWikiID,PERSON,1
5631,GHAELFHUIL,['Ghaelfhuil'],noWikiID,PERSON,1
5632,GHORTA,['Ghorta'],noWikiID,PERSON,1
5633,GIACOMO_BALLA,['Giacomo Balla'],noWikiID,PERSON,1
5634,GIACOMO_JOYCE,['Giacomo Joyce'],noWikiID,PERSON,1
5635,GIACOMO_PATRI,['Giacomo Patri'],Q3105072,PERSON,1
5636,GIACOMO_PUCCINI,['Puccini'],Q7311,PERSON,1
5637,GIAMBATTISTA_VICO,"['Giambattista Vico', 'Vico']",Q178709,PERSON,2
5638,GIANNI_VATTIMO,['Gianni Vattimo'],noWikiID,PERSON,1
5639,GIARDINI,['Giardini'],noWikiID,PERSON,1
