Column;wikiname;variations;wikiID;tag;count
46;ABER_DER_NÄCHSTE_ROMAN;['Aber der nächste Roman'];noWikiID;WORK_OF_ART;"1"
47;ABER_DER_VICOMTE;['Aber der Vicomte'];noWikiID;WORK_OF_ART;"1"
48;FRÄULEIN_VON_STERNHEIM;"['Aber die ""Sternheim']";noWikiID;WORK_OF_ART;"1"
49;ABER_DIE_NACHREVOLUTIONÄRE_ZEIT;['Aber die nachrevolutionäre Zeit'];noWikiID;WORK_OF_ART;"1"
50;ABER_DU_SPIELST_KOMÖDIE;['Aber du spielst Komödie'];noWikiID;WORK_OF_ART;"1"
51;ABER_EIN_MUND_KANN_SPRECHEN;['Aber ein Mund kann sprechen'];noWikiID;WORK_OF_ART;"1"
52;ABER_FRAUEN,_OBWOHL_SIE_UNTERRICHTETEN;['Aber Frauen, obwohl sie unterrichteten'];noWikiID;WORK_OF_ART;"1"
53;ABER_GALY_GAY_BIN_ICH_NICHT,_DAS_WEISS_ICH;['Aber Galy Gay bin ich nicht, das weiß ich'];noWikiID;WORK_OF_ART;"1"
54;ABER_GERADE_VON_BICHSEL;['Aber gerade von Bichsel'];noWikiID;WORK_OF_ART;"1"
55;ABER_GOETHES_SPRACHSTIL;['Aber GOETHES Sprachstil'];noWikiID;WORK_OF_ART;"1"
56;ABER_HERR,_DIE_SÜSSE_SOLLST_DU_VON_MIR_NEHMEN_UND_LASS_MICH;['Aber Herr, die Süße sollst Du von mir nehmen und laß mich'];noWikiID;WORK_OF_ART;"1"
57;ABER_ICH_AHNDETE_NICHTS;['Aber ich ahndete nichts'];noWikiID;WORK_OF_ART;"1"
58;ABER_JE_BILLIGER_BÜCHER;['Aber je billiger Bücher'];noWikiID;WORK_OF_ART;"1"
59;ABER_MIT_GÖTHEN_MESSE_ICH_MICH_NICHT,_WENN_ER_SEINE_GANZE;['Aber mit Göthen messe ich mich nicht, wenn er seine ganze'];noWikiID;WORK_OF_ART;"1"
60;"ABER_NOCH_DAS_""VERWUNDERSAME";"['Aber noch das ""Verwundersame']";noWikiID;WORK_OF_ART;"1"
61;ABER_OHNE_DAS_SICHTBARE_BILD_KOMMEN_WIR_ZU_KEINER_WAHREN_ERKENNTNIS;['Aber ohne das sichtbare Bild kommen wir zu keiner wahren Erkenntnis'];noWikiID;WORK_OF_ART;"1"
62;ABER_REEVE;['Aber Reeve'];noWikiID;WORK_OF_ART;"1"
63;ABER_SAG_MIR,_WOHER_DU_DIR_SCHMEICHELN_KANNST,_DASS_ICH_DICH_LOS_MACHEN_WÜRDE;['Aber sag mir, woher Du Dir schmeicheln kannst, daß ich Dich los machen würde'];noWikiID;WORK_OF_ART;"1"
64;ABER_SCHRIFTLICHKEIT_UND_LITERATUR;['Aber Schriftlichkeit und Literatur'];noWikiID;WORK_OF_ART;"1"
65;ABER_WAHRHAFTIG,_WENN_SIE_MIR_RATEN,_SO_BALD_ALS_MÖGLICH_ZU_GEHEN;['Aber wahrhaftig, wenn Sie mir raten, so bald als möglich zu gehen'];noWikiID;WORK_OF_ART;"1"
66;ABER_WEDER;['Aber weder'];noWikiID;WORK_OF_ART;"1"
67;ABER_ÜBER_KIENINGER;['Aber über Kieninger'];noWikiID;WORK_OF_ART;"1"
68;ABER_…_ABER_–_SIE_SIND_HIER;['Aber … Aber – Sie sind hier'];noWikiID;WORK_OF_ART;"1"
69;ABFALL_FÜR_ALLE;['Abfall für alle'];noWikiID;WORK_OF_ART;"1"
70;ABFALL_FÜR_ALLE._MEIN_TÄGLICHES_TEXTGEBET;['Abfall für alle. Mein tägliches Textgebet'];noWikiID;WORK_OF_ART;"1"
71;ABFÄLLSEL;['Abfällsel'];noWikiID;WORK_OF_ART;"1"
72;ABGEMATTETE;['Abgemattete'];noWikiID;WORK_OF_ART;"1"
73;ABGEORDNETEN-WAHL;['Abgeordneten-Wahl'];noWikiID;WORK_OF_ART;"1"
74;ABGESANG_'45;"[""Abgesang '45""]";noWikiID;WORK_OF_ART;"1"
75;ABGEWANDT_ZUGEWANDT;['Abgewandt Zugewandt'];noWikiID;WORK_OF_ART;"2"
76;ABGRENZUNGSERSCHEINUNGEN;['Abgrenzungserscheinungen'];noWikiID;WORK_OF_ART;"1"
77;ABGRENZUNGSPROBLEME;['Abgrenzungsprobleme'];noWikiID;WORK_OF_ART;"1"
78;ABHANDLUNG;['Abhandlung'];noWikiID;WORK_OF_ART;"1"
79;ABHANDLUNG,_REYEN;['Abhandlung, Reyen'];noWikiID;WORK_OF_ART;"1"
80;ABHANDLUNG_ON_THE_ORIGIN_OF_SPECIES;['Abhandlung On the Origin of Species'];noWikiID;WORK_OF_ART;"1"
81;ABHANDLUNG_VERTHEIDIGTER_GLAUBE_DER_CHRISTEN;['Abhandlung Vertheidigter Glaube der Christen'];noWikiID;WORK_OF_ART;"1"
82;ABHANDLUNG_VOM_URSPRUNG_DES_ROMANS;['Abhandlung vom Ursprung des Romans'];noWikiID;WORK_OF_ART;"1"
83;ABHANDLUNG_VON_DEM_WUNDERBAREN;['Abhandlung von dem Wunderbaren'];noWikiID;WORK_OF_ART;"3"
84;ABHANDLUNG_VON_DER_NACHAHMUNG;['Abhandlung von der Nachahmung'];noWikiID;WORK_OF_ART;"1"
85;ABHANDLUNG_VON_DER_NATUR_DES_MENSCHEN;['Abhandlung von der Natur des Menschen'];noWikiID;WORK_OF_ART;"1"
86;VON_DER_UNÄHNLICHKEIT_IN_DER_NACHAHMUNG;['Abhandlung von der Unähnlichkeit in der Nachahmung'];noWikiID;WORK_OF_ART;"1"
87;ABHANDLUNG_ZUR_GATTUNGSPOETIK_IM_18._JAHRHUNDERT;['Abhandlung zur Gattungspoetik im 18. Jahrhundert'];noWikiID;WORK_OF_ART;"1"
88;ABHANDLUNG_ÜBER_DEN_URSPRUNG_DER_SPRACHE;['Abhandlung über den Ursprung der Sprache', 'Abhandlung über den Ursprung'];Q15888552;WORK_OF_ART;"2"
89;ABHANDLUNG_ÜBER_DIE_EINBILDUNGS;['Abhandlung über die Einbildungs'];noWikiID;WORK_OF_ART;"1"
90;ABHANDLUNG_ÜBER_DIE_ENTDECKUNG_DES_THIERISCHEN_MAGNETISMUS;['Abhandlung über die Entdeckung des thierischen Magnetismus'];noWikiID;WORK_OF_ART;"2"
91;ABHANDLUNG_ÜBER_DIE_NATUR_DER_SCHÄFERGEDICHTE;['Abhandlung über die Natur der Schäfergedichte'];noWikiID;WORK_OF_ART;"1"
92;ABHANDLUNG_ÜBER_DIE_WISSENSCHAFTEN_UND_KÜNSTE;['Abhandlung über die Wissenschaften und Künste'];noWikiID;WORK_OF_ART;"1"
93;ABHANDLUNG_ÜBER_DIE_ÜBEREINSTIMMUNG_DES_GLAUBENS_MIT_DER_VERNUNFT;['Abhandlung über die Übereinstimmung des Glaubens mit der Vernunft'];noWikiID;WORK_OF_ART;"1"
94;ABORTION;['Abortion'];noWikiID;WORK_OF_ART;"1"
95;ABRAHAM;['Abraham'];noWikiID;WORK_OF_ART;"5"
96;ABRAHAM_A_SANCTA_CLARA;['ABRAHAM A SANCTA CLARA'];noWikiID;WORK_OF_ART;"3"
97;ABRAHAM_A_SANCTA_CLARA;['ABRAHAM A SANCTA CLARAS'];noWikiID;WORK_OF_ART;"1"
98;ABRAHAM_A_SANCTA_CLARA;['ABRAHAM A SANTA CLARA'];noWikiID;WORK_OF_ART;"1"
99;ABRAM_IM_SALZ;['Abram im Salz'];noWikiID;WORK_OF_ART;"2"
100;ABRAUSCHEN;['Abrauschen'];noWikiID;WORK_OF_ART;"1"
101;ABRISS_DES_SYSTEMS_DER_BIOLOGIE;['Abriß des Systems der Biologie'];noWikiID;WORK_OF_ART;"2"
102;ABROGANS;['Abrogans'];noWikiID;WORK_OF_ART;"3"
103;ABRUPT;['Abrupt'];noWikiID;WORK_OF_ART;"1"
104;ABSAGE_AN_DIE_FRANZÖSISCHE_REVOLUTION;['Absage an die Französische Revolution'];noWikiID;WORK_OF_ART;"1"
105;ABSATZ_II:-STATUENWÄLDER_-;['ABSATZ II:-Statuenwälder -'];noWikiID;WORK_OF_ART;"1"
106;ABSATZ_III;['ABSATZ III'];noWikiID;WORK_OF_ART;"1"
107;ABSATZ_IV:_KUSS_-_KRANICH;['ABSATZ IV: Kuss - Kranich'];noWikiID;WORK_OF_ART;"1"
108;ABSATZ_V;['ABSATZ V'];noWikiID;WORK_OF_ART;"1"
109;ABSATZ_XI:_FISCH_-_MEER_STROM_-_WELT;['ABSATZ XI: Fisch - Meer Strom - Welt'];noWikiID;WORK_OF_ART;"1"
110;ABSCHAFFUNG_DER_TORTUR;['Abschaffung der Tortur'];noWikiID;WORK_OF_ART;"1"
111;ABSCHAFFUNG_DES_GENIES;['Abschaffung des Genies'];noWikiID;WORK_OF_ART;"1"
112;ABSCHATZ;['Abschatz'];noWikiID;WORK_OF_ART;"1"
113;ABSCHIED;['Abschied'];noWikiID;WORK_OF_ART;"4"
114;ABSCHIED;['Abschiede'];noWikiID;WORK_OF_ART;"1"
115;ABSCHIED;['Abschieden'];noWikiID;WORK_OF_ART;"1"
116;ABSCHIEDSARIA;['Abschiedsaria'];noWikiID;WORK_OF_ART;"1"
117;ABSCHIEDSFORMEL;['Abschiedsformel'];noWikiID;WORK_OF_ART;"1"
118;ABSCHIEDSWORT_AN_DIE_NEUE_RHEINISCHE_ZEITUNG;['Abschiedswort an die Neue Rheinische Zeitung'];noWikiID;WORK_OF_ART;"1"
119;ABSCHIED_AN_DIE_POESIE;['Abschied an die Poesie'];noWikiID;WORK_OF_ART;"1"
120;ABSCHIED_FÜR_LÄNGER;['Abschied fur langer'];noWikiID;WORK_OF_ART;"1"
121;ABSCHIED_FÜR_LÄNGER;['Abschied für länger'];Q21040534;WORK_OF_ART;"1"
122;ABSCHIED_UND_TRENNUNG;['Abschied und Trennung'];noWikiID;WORK_OF_ART;"1"
123;ABSCHIED_VOM_FALSCHEN_PARADIES;['Abschied vom falschen Paradies'];noWikiID;WORK_OF_ART;"1"
124;ABSCHIED_VOM_LEBEN;['Abschied vom Leben'];noWikiID;WORK_OF_ART;"1"
125;ABSCHIED_VON_DEN_ELTERN;['Abschied von den Eltern'];Q178091;WORK_OF_ART;"1"
126;ABSCHIED_VON_DEN_ENGELN;['Abschied von den Engeln'];noWikiID;WORK_OF_ART;"1"
127;ABSCHIED_VON_DEN_FEINDEN;['Abschied von den Feinden'];Q331964;WORK_OF_ART;"1"
128;ABSCHIED_VON_DEN_KRIEGSTEILNEHMERN;['Abschied von den Kriegsteilnehmern'];noWikiID;WORK_OF_ART;"1"
129;ABSCHIED_VON_DER_BISHERIGEN_GESCHICHTE;['Abschied von der bisherigen Geschichte'];noWikiID;WORK_OF_ART;"1"
130;ABSCHIED_VON_DER_ROMANTIK;['Abschied von der Romantik'];noWikiID;WORK_OF_ART;"1"
131;ABSCHIED_VON_SIDONIE;['Abschied von Sidonie'];Q331961;WORK_OF_ART;"2"
132;ABSEITS;['Abseits'];noWikiID;WORK_OF_ART;"3"
133;ABSOLUTE_DICHTUNG_UND_VORTRAGSKUNST;['Absolute Dichtung und Vortragskunst'];noWikiID;WORK_OF_ART;"1"
134;ABSONDERLICH_SELTNE_GABEN_DER_NATUR;['absonderlich seltne Gaben der Natur'];noWikiID;WORK_OF_ART;"1"
135;ABSPANN;['Abspann'];noWikiID;WORK_OF_ART;"1"
136;ABSTIMMUNGEN_ZUR_BEURTHEILUNG_DER_LITERARISCHEN_EPOCHE;['Abstimmungen zur Beurtheilung der literarischen Epoche'];noWikiID;WORK_OF_ART;"1"
137;ABSTINENZLERSCHRIFT;['Abstinenzlerschrift'];noWikiID;WORK_OF_ART;"1"
138;ABSURD_WITZIGEN_MIKRODRAMEN;['absurd witzigen mikrodramen'];noWikiID;WORK_OF_ART;"1"
139;ABTES_HEINRICH;['Abtes HEINRICH'];noWikiID;WORK_OF_ART;"1"
140;ABTRÜNNIG;['Abtrünnig'];Q334551;WORK_OF_ART;"1"
141;ABT_FRANZ_STEPHAN_VON_RAITTENSTRAUCH;['Abt FRANZ STEPHAN VON RAITTENSTRAUCH'];noWikiID;WORK_OF_ART;"1"
142;ABTÖTUNGSVERFAHREN;['Abtötungsverfahren'];noWikiID;WORK_OF_ART;"2"
143;ABU_GHRAIB;['Abu Ghraib'];noWikiID;WORK_OF_ART;"1"
144;ABU_TELFAN;['Abu Te'];noWikiID;WORK_OF_ART;"1"
145;ABU_TELFAN;['Abu Telfan', 'Abu- Telfan'];Q335418;WORK_OF_ART;"13"
146;ABWEGE;['Abwege'];noWikiID;WORK_OF_ART;"4"
147;ABWEICHLER;['Abweichler'];noWikiID;WORK_OF_ART;"1"
148;ABWERTENDE_DISKUSSIONEN_ÜBER_DIE;['Abwertende Diskussionen über die'];noWikiID;WORK_OF_ART;"1"
149;ABWESENHEIT;['abwesenheit'];noWikiID;WORK_OF_ART;"2"
150;ABWESENHEIT_WIRKLICHER_LEIDEN;['Abwesenheit wirklicher Leiden'];noWikiID;WORK_OF_ART;"1"
151;ABWÄSSER;['Abwässer'];noWikiID;WORK_OF_ART;"1"
152;ABWÄSSER_GESCHRIEBEN_–_UND_DARIN_DIE_ILLUSION;['Abwässer geschrieben – und darin die Illusion'];noWikiID;WORK_OF_ART;"1"
153;ABWÄSSER_ODER;['Abwässer oder'];noWikiID;WORK_OF_ART;"1"
154;AB_URBE_CONDITA_(LIVIUS);['Römische Geschichte'];Q1155892;WORK_OF_ART;"3"
155;ACCADEMIA;['Accademia'];noWikiID;WORK_OF_ART;"1"
156;ACCADEMIA_DELLA_CRUSCA;['Accademia della Crusca'];noWikiID;WORK_OF_ART;"5"
157;ACCIDENTARIUS;['Accidentarius'];noWikiID;WORK_OF_ART;"1"
158;ACDEMIA_ISTROPOLITANA;['Acdemia Istropolitana'];noWikiID;WORK_OF_ART;"1"
159;ACH,_ES_MUSS_ÖDE_UND_LEER_UND_TRAURIG_SEIN;['Ach, es muß öde und leer und traurig sein'];noWikiID;WORK_OF_ART;"1"
160;ACH,_MEINE_HERREN,[...]_ALLES,_WAS_SIE_ZUR_'LÖSUNG_DER_FRAUENFRAGE;"[""Ach, meine Herren,[...] alles, was Sie zur 'Lösung der Frauenfrage""]";noWikiID;WORK_OF_ART;"1"
161;ACHAZ_MORNAUER;['ACHAZ MORNAUER'];noWikiID;WORK_OF_ART;"1"
162;ACHILLEIS;['Achilleis'];noWikiID;WORK_OF_ART;"2"
163;ACHT-_UND_NEUNUNDVIERZIG;['Acht- und Neunundvierzig'];noWikiID;WORK_OF_ART;"1"
164;ACHTUNDVIERZIGER_REVOLUTION;['Achtundvierziger Revolution'];noWikiID;WORK_OF_ART;"1"
165;ACHT_BÜCHERN_DEUTSCHER_POEMATUM;['Acht Büchern Deutscher Poematum'];noWikiID;WORK_OF_ART;"1"
166;ACH_DUJE._SPRECHTEXTE;['ach duje. Sprechtexte'];noWikiID;WORK_OF_ART;"1"
167;ACH_GLÜCK;['Ach Glück'];noWikiID;WORK_OF_ART;"1"
168;ACH_HERR_/_SEHET_DOCH_IHRE_HÄND_UND_FINGER_AN_/;['Ach Herr / sehet doch ihre Händ und Finger an /'];noWikiID;WORK_OF_ART;"1"
169;ACKERBAU;['Ackerbau'];noWikiID;WORK_OF_ART;"1"
170;ACKERMAN-DICHTUNG;['Ackerman-Dichtung'];noWikiID;WORK_OF_ART;"1"
171;ACKERMANN_UND_EINES_DER_GEGENREDE_DES_TODES;['Ackermann und eines der Gegenrede des Todes'];noWikiID;WORK_OF_ART;"1"
172;ACOSTA;['Acosta'];noWikiID;WORK_OF_ART;"4"
173;ACOSTA;['Acostas'];noWikiID;WORK_OF_ART;"3"
174;ACOSTAS_ABLEHNUNG_DER_OFFENBARUNGSRELIGION;['Acostas Ablehnung der Offenbarungsreligion'];noWikiID;WORK_OF_ART;"1"
175;ACOSTAS_SCHRIFT;['Acostas Schrift'];noWikiID;WORK_OF_ART;"1"
176;ACOSTAS_WIDERRUF;['Acostas Widerruf'];noWikiID;WORK_OF_ART;"1"
177;ACTA_ERUDITORUM;['Acta eruditorum'];noWikiID;WORK_OF_ART;"3"
178;ACTEUR;['Acteur'];noWikiID;WORK_OF_ART;"1"
179;ACTIVIST_RESOURCES_ON_THE_NET;['Activist Resources on the Net'];noWikiID;WORK_OF_ART;"1"
180;ADAGIEN;['Adagien'];noWikiID;WORK_OF_ART;"5"
181;ADALBERO_VON_WÜRZBURG;['ADALBERO VON WÜRZBURG'];noWikiID;WORK_OF_ART;"1"
182;ADAM;['Adam', 'Adams erstes Erwachen und erste seelige Nächte'];noWikiID;WORK_OF_ART;"2"
183;ADAMS-ORTENBURG;['Adams-Ortenburg'];noWikiID;WORK_OF_ART;"1"
184;ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NÄCHTE;['Adams erstes Erwachen und erste seelige Nächte'];noWikiID;WORK_OF_ART;"1"
185;ADAM_MÜLLER-GUTTENBRUNN;['ADAM MÜLLER-GUTTENBRUNN'];noWikiID;WORK_OF_ART;"2"
186;ADAM_MÜLLER-GUTTENBRUNN_AUS_DEM_BANAT;['ADAM MÜLLER-GUTTENBRUNN aus dem Banat'];noWikiID;WORK_OF_ART;"1"
187;ADAM_UND_EVA;['Adam und Eva'];noWikiID;WORK_OF_ART;"1"
188;ADAM_UND_EVELYN;['Adam und Evelyn'];noWikiID;WORK_OF_ART;"1"
189;ADAPTIERENDE_EINDEUTSCHUNGEN;['Adaptierende Eindeutschungen'];noWikiID;WORK_OF_ART;"1"
190;ADA_CHRISTENS;['Ada Christens', 'ADA CHRISTENS'];noWikiID;WORK_OF_ART;"2"
191;ADA_CHRISTENS_BEKENNTNISDICHTUNG;['ADA CHRISTENS Bekenntnisdichtung'];noWikiID;WORK_OF_ART;"1"
192;ADA_DIE_LESGHIERIN;['Ada die Lesghierin'];noWikiID;WORK_OF_ART;"1"
193;ADDISONS_AUFSATZ_ON_THE_PLEASURES_OF_THE_IMAGINATION;['Addisons Aufsatz On the Pleasures of the Imagination'];noWikiID;WORK_OF_ART;"1"
194;ADDISONS_CATO;['Addisons Cato'];noWikiID;WORK_OF_ART;"1"
195;ADDISONS_LEISTUNG;['Addisons Leistung'];noWikiID;WORK_OF_ART;"1"
196;ADDRICH_IM_MOOS;['Addrich im Moos'];noWikiID;WORK_OF_ART;"2"
197;ADELCHI;['Adelchi'];noWikiID;WORK_OF_ART;"1"
198;ADELE;['Adele'];noWikiID;WORK_OF_ART;"1"
199;ADELHEID_MUSS;['Adelheid muss'];noWikiID;WORK_OF_ART;"1"
200;ADELHEID_RUNECK;['Adelheid Runeck'];noWikiID;WORK_OF_ART;"1"
201;ADELHEID_RUNECK,_STEINREICHE_SCHLOSSBESITZERIN;['Adelheid Runeck, steinreiche Schlossbesitzerin'];noWikiID;WORK_OF_ART;"1"
202;ADELPHOE;['Adelphoi'];Q355342;WORK_OF_ART;"1"
203;ADELSNAME;['Adelsname'];noWikiID;WORK_OF_ART;"1"
204;ADELSSTAND;['Adelsstand'];noWikiID;WORK_OF_ART;"1"
205;ADELSSTOLZ;['Adelsstolz'];noWikiID;WORK_OF_ART;"1"
206;"ADELSTAN_UND_RÖSCHEN_DAS_ABENTEUER_""VON_EINEM_RITTER";"['Adelstan und Röschen das Abenteuer ""von einem Ritter']";noWikiID;WORK_OF_ART;"1"
207;ADEL_IM_UNTERGANG;['Adel im Untergang'];noWikiID;WORK_OF_ART;"1"
208;ADEL_UND_UNTERGANG;['Adel und Untergang'];noWikiID;WORK_OF_ART;"1"
209;ADE_ZU_GUTER_NACHT_DU;['Ade zu guter Nacht Du'];noWikiID;WORK_OF_ART;"1"
210;ADIEU_DDR;['Adieu DDR'];noWikiID;WORK_OF_ART;"1"
211;ADJUTANTENRITTE_UND_ANDERE_GEDICHTE;['Adjutantenritte und andere Gedichte'];noWikiID;WORK_OF_ART;"1"
212;ADLER;['Adler'];noWikiID;WORK_OF_ART;"1"
213;ADLER,_BOHNE;['Adler, Bohne'];noWikiID;WORK_OF_ART;"1"
214;ADLER,_OSKAR_STRNAD;['ADLER, OSKAR STRNAD'];noWikiID;WORK_OF_ART;"1"
215;ADLERS_SOZIALDEMOKRATISCHE_PARTEI;['ADLERS Sozialdemokratische Partei'];noWikiID;WORK_OF_ART;"1"
216;ADMONT;['Admont'];noWikiID;WORK_OF_ART;"2"
217;ADMONTER_BRIEFSAMMLUNG;['Admonter Briefsammlung'];noWikiID;WORK_OF_ART;"1"
218;ADMONTER_HANDSCHRIFTEN;['Admonter Handschrift'];noWikiID;WORK_OF_ART;"1"
219;ADMONTER_HANDSCHRIFTEN;['Admonter Handschriften'];noWikiID;WORK_OF_ART;"1"
220;ADOLF_BÄUERLE;['ADOLF BÄUERLE'];noWikiID;WORK_OF_ART;"1"
221;ADOLF_LNNERKOFLER;['ADOLF LNNERKOFLER'];noWikiID;WORK_OF_ART;"1"
222;ADOLF_VON_TSCHABUSCHNIGG;['ADOLF VON TSCHABUSCHNIGG'];noWikiID;WORK_OF_ART;"1"
223;ADOLPHE;['Adolphe'];noWikiID;WORK_OF_ART;"1"
224;ADONIS_UND_ROSIBELLA;['Adonis und Rosibella'];noWikiID;WORK_OF_ART;"1"
225;ADRESSENLISTEN;['Adressenlisten'];noWikiID;WORK_OF_ART;"1"
226;ADRIAEN_DE_VRIES;['ADRIAEN DE VRIES'];noWikiID;WORK_OF_ART;"1"
227;DIE_ADRIATISCHE_ROSEMUND;['Adriatische Rosemund'];noWikiID;WORK_OF_ART;"7"
228;ADULA;['Adula'];noWikiID;WORK_OF_ART;"1"
229;ADVENT;['Advent'];noWikiID;WORK_OF_ART;"1"
230;ADVOKATENBERUF;['Advokatenberuf'];noWikiID;WORK_OF_ART;"1"
231;AD_DIVUM_MAXIMILIANUM_DE_RHEMATARIIS;['Ad divum Maximilianum de rhematariis'];noWikiID;WORK_OF_ART;"1"
232;AD_LECTOREM_ADMONITIO_PRAELIMINARIS;['Ad Lectorem Admonitio Praeliminaris'];noWikiID;WORK_OF_ART;"1"
233;AEFRUHR_UND_MACHT_ZUR_FREIHEIT;['Aefruhr und Macht zur Freiheit'];noWikiID;WORK_OF_ART;"2"
234;AEFSCHREIBUNG_IN_TRIENT;['Aefschreibung in Trient'];noWikiID;WORK_OF_ART;"1"
235;AEFSERLESENER_GETICHTE_ANDERER_TEUTSCHER_POETEN;['Aefserlesener getichte anderer Teutscher Poeten'];noWikiID;WORK_OF_ART;"1"
236;AEFWÄRTS;['Aefwärts'];noWikiID;WORK_OF_ART;"1"
237;AEF_DER_ERDE;['Aef der Erde'];noWikiID;WORK_OF_ART;"1"
