Column;wikiname;variations;wikiID;tag;count
52;ABRAHAM_EMANUEL_FRÖHLICH;['Abraham Emanuel Fröhlich'];Q115992;PERSON;"6"
53;ABRAHAM_GOTTHELF_KÄSTNER;['Abraham Gotthelf Kästner'];noWikiID;PERSON;"4"
54;ABRAHAM_GOTTHELF_KÄSTNER;['Abraham Gotthelf Kästners'];noWikiID;PERSON;"1"
55;ABRAHAM_LINCOLN;['Abraham Lincoln'];Q91;PERSON;"1"
56;ABRAHAM_VON_FRANCKENBERG;['Abraham von Franckenberg'];Q70111;PERSON;"1"
57;ABRAM;['Abram'];noWikiID;PERSON;"1"
58;ABRAMOVIC;['Abramovic'];noWikiID;PERSON;"2"
59;ABRAMS;['Abrams'];noWikiID;PERSON;"1"
60;ABRAMSEN;['Abramsen'];noWikiID;PERSON;"1"
61;ABSATZ_X;['ABSATZ X'];noWikiID;PERSON;"1"
62;ABSCHEUS;['Abscheus'];noWikiID;PERSON;"1"
63;ABSCHLEPPKRÄNE;['Abschleppkräne'];noWikiID;PERSON;"1"
64;ABSCHREIBERIN;['Abschreiberin'];noWikiID;PERSON;"1"
65;ABSEZTS;['Absezts'];noWikiID;PERSON;"1"
66;ABSTOSSENDE;['Abstoßende'];noWikiID;PERSON;"1"
67;ABSURDA;['Absurda'];noWikiID;PERSON;"2"
68;ABSÄTZE;['Absätze'];noWikiID;PERSON;"1"
69;ABT;['Abt'];noWikiID;PERSON;"1"
70;ABTES_KADALHOCH;['Abtes KADALHOCH'];noWikiID;PERSON;"1"
71;ABT_CASPAR;['Abt CASPAR'];noWikiID;PERSON;"1"
72;ABT_ERCHANFRID_VON_MELK;['Abt ERCHANFRID VON MELK'];noWikiID;PERSON;"1"
73;ABT_TRITHEMIUS_VON_SPONHEIM;['Abt Trithemius von Sponheim'];noWikiID;PERSON;"1"
74;ABT_VON_ADMONT;['Abt von Admont'];noWikiID;PERSON;"1"
75;ABT_VON_ST._PETER;['Abt von St. Peter'];noWikiID;PERSON;"1"
76;ABU_TELFANS;['Abu Telfans'];noWikiID;PERSON;"1"
77;ABWERTUNGSSTEREOTYPE;['Abwertungsstereotype'];noWikiID;PERSON;"1"
78;ABYSSINIEN;['Abyssinien'];noWikiID;PERSON;"1"
79;ABYSS_DA_L'AETERNITAT;"[""Abyss da l'Aeternitat""]";noWikiID;PERSON;"1"
80;ACCESI;['Accesi'];noWikiID;PERSON;"1"
81;ACHILL;['Achill'];noWikiID;PERSON;"2"
82;ACHIM;['Achim'];noWikiID;PERSON;"1"
83;ACHIM_VON_ARNIM;['Arnims', 'Achim von Arnim', 'Achim von Arnims'];Q70988;PERSON;"19"
84;ACHT;['Acht'];noWikiID;PERSON;"4"
85;ACKERMAN;['Ackerman'];noWikiID;PERSON;"1"
86;ACKERMANN;['Ackermann'];noWikiID;PERSON;"3"
87;ACKTAEON;['Acktaeon'];noWikiID;PERSON;"1"
88;ACOSTAS;['Acostas'];noWikiID;PERSON;"7"
89;ACTION-KINOS;['Action-Kinos'];noWikiID;PERSON;"1"
90;ACTIONS;['Actions'];noWikiID;PERSON;"1"
91;ADALBERT_STIFTER;['Adalbert Stifter', 'ADALBERT STIFTER'];noWikiID;PERSON;"23"
92;ADALBERT_STIFTER;['Adalbert Stifters', 'ADALBERT STIFTERS'];noWikiID;PERSON;"11"
93;ADALBERT_STIITERS_ERZÄHLWELT;['ADALBERT STIITERS Erzählwelt'];noWikiID;PERSON;"1"
94;ADALBERT_VON_HANSTEIN;['Adalbert von Hanstein'];noWikiID;PERSON;"18"
95;ADALBERT_VON_HANSTEIN;['Adalbert von Hansteins'];noWikiID;PERSON;"2"
96;ADALBERT_VON_PRAG;['ADALBERT'];Q243427;PERSON;"1"
97;ADALET_AĞAOĞLU;['Adalet Agaoglu'];Q348117;PERSON;"1"
98;ADAM-PHILIPPE_DE_CUSTINE;['General Custin'];Q348431;PERSON;"1"
99;ADAMS;['Adams'];noWikiID;PERSON;"11"
100;ADAMS_ERSTES_ERWACHEN;['Adams erstes Erwachen'];noWikiID;PERSON;"1"
101;ADAM_ASCHE;['Adam Asche'];noWikiID;PERSON;"1"
102;ADAM_BERG;['ADAM BERG'];Q98647;PERSON;"1"
103;ADAM_BERND;['Adam Bernd', 'Adam Bernds', 'Adam Berndt'];Q348759;PERSON;"3"
104;ADAM_DEN_ERLÖSER;['Adam den Erlöser'];noWikiID;PERSON;"1"
105;ADAM_ET_EVE;['Adam et Eve'];noWikiID;PERSON;"1"
106;ADAM_FERGUSON;['Adam Ferguson'];noWikiID;PERSON;"1"
107;ADAM_FERGUSON;['Adam Fergusons'];noWikiID;PERSON;"1"
108;ADAM_GOTTLOB_ÖHLENSCHLÄGER;['Adam Gottlob Öhlenschläger'];noWikiID;PERSON;"1"
109;ADAM_GRAF_VON;['ADAM GRAF VON'];noWikiID;PERSON;"1"
110;ADAM_MENSCH;['Adam Mensch'];noWikiID;PERSON;"3"
111;ADAM_MICKIEWICZ;['Adam Mickiewicz'];noWikiID;PERSON;"1"
112;ADAM_MÜLLER-GUTTENBRUNN;['Adam Müller-Guttenbrunn', 'ADAM MÜLLER-GUTTENBRUNN'];Q79061;PERSON;"2"
113;ADAM_MÜLLER_VON_NITTERDORF;['Adam Müller', 'ADAM MÜLLER'];Q63176;PERSON;"10"
114;ADAM_NAULI;['Adam Nauli'];noWikiID;PERSON;"2"
115;ADAM_SCHARRER;['Adam Scharrer'];Q89270;PERSON;"4"
116;ADAM_SMITH;['Adam Smith'];noWikiID;PERSON;"4"
117;ADAM_WEISHAUPT;['Adam Weishaupt'];noWikiID;PERSON;"1"
118;ADAPTORINNEN;['Adaptorinnen'];noWikiID;PERSON;"1"
119;ADA_CHRISTEN;['Christine von Breden', 'Ada Christen'];Q85002;PERSON;"2"
120;ADDISON;['Addison'];noWikiID;PERSON;"4"
121;ADEL;['Adel', 'ADEL'];noWikiID;PERSON;"2"
122;ADELBERT;['Adelbert'];noWikiID;PERSON;"1"
123;ADELBERT_VON_CHAMISSO;['Adelbert von Chamisso', 'Adalbert von Chamisso', 'Adelbert von Chamisso-Preis', 'Chamisso'];Q154782;PERSON;"11"
124;ADELE_(SÄNGERIN);['Adele', 'ADELE'];Q23215;PERSON;"15"
125;ADELE_ET_THEODORE;['Adele et Theodore'];noWikiID;PERSON;"1"
126;ADELE_SANDROCK;['Adele Sandrock'];Q75157;PERSON;"1"
127;ADELE_SCHOPENHAUER;['Adele Schopenhauer', 'Adele Schopenhauers'];Q75090;PERSON;"6"
128;ADELE_SPITZEDER;['Adele Spitzeder'];Q354506;PERSON;"1"
129;ADELGUNDE;['Adelgunde'];noWikiID;PERSON;"1"
130;ADELHEID_BANDAU;['Adelheid Bandau'];noWikiID;PERSON;"4"
131;ADELHEID_BANDAUS;['Adelheid Bandaus'];noWikiID;PERSON;"2"
132;ADELHEID_DUVANEL;['Adelheid Duvanel'];Q354652;PERSON;"3"
133;ADELHEID_LANGMANNS;['Adelheid Langmanns'];noWikiID;PERSON;"3"
134;ADELHEID_POPP;['Adelheid Popp', 'Adelheid Popps'];Q34391;PERSON;"6"
135;ADELHEID_RUNECK;['Adelheid Runeck'];noWikiID;PERSON;"2"
136;ADELHEID_SYBILLE_SCHWARZ;['Adelheid Sybille Schwarz'];noWikiID;PERSON;"1"
137;ADELHEID_VON_BURGUND;['Adelheid', 'Adelheids'];Q76802;PERSON;"25"
138;ADELHEID_VON_SCHARBECKE;['Adelheid von Scharbecke'];noWikiID;PERSON;"1"
139;ADELSSATIRE_HALBE;['Adelssatire Halbe'];noWikiID;PERSON;"1"
140;ADINE;['Adine'];noWikiID;PERSON;"2"
141;ADJE;['Adje'];noWikiID;PERSON;"1"
142;ADLER;['Adler'];noWikiID;PERSON;"5"
143;ADLERFLUG;['Adlerflug'];noWikiID;PERSON;"1"
144;ADLERS;['Adlers'];noWikiID;PERSON;"5"
145;ADLIGE_RUDOLF_VON_DIETRICHSTEIN;['Adlige RUDOLF VON DIETRICHSTEIN'];noWikiID;PERSON;"1"
146;ADMIRALSGATTIN;['Admiralsgattin'];noWikiID;PERSON;"1"
147;ADOLFO_JENNI;['Adolfo Jenni'];noWikiID;PERSON;"1"
148;ADOLF_BACHRACH;['Bachrach'];Q55676352;PERSON;"1"
149;ADOLF_BARTELS;['Adolf Bartels'];Q71366;PERSON;"4"
150;ADOLF_BERNHARD_PANTKE;['Adolf Bernhard Pantke'];noWikiID;PERSON;"1"
151;ADOLF_BONZ;['Adolf Bonz'];noWikiID;PERSON;"2"
152;ADOLF_BÄUERLE;['Adolf Bäuerle'];Q361119;PERSON;"1"
153;ADOLF_ELLEGARD_JENSEN;['Jensens'];Q361365;PERSON;"1"
154;ADOLF_ENDLER;['Adolf Endler'];Q78074;PERSON;"3"
155;ADOLF_FREY;['Adolf Frey'];noWikiID;PERSON;"1"
156;ADOLF_FRIEDRICH_VON_SCHACK;['Adolf Friedrich von Schack'];Q63876;PERSON;"1"
157;ADOLF_GLASER;['Adolf Glaser'];Q119173;PERSON;"1"
158;ADOLF_GLASSBRENNER;['Adolf Glaßbrenner', 'Adolf Glaßbrenners'];Q72840;PERSON;"3"
159;ADOLF_GOTTFRIED_UHLICH;['Adolf Gottfried Uhlich'];noWikiID;PERSON;"1"
160;ADOLF_GUGGENBÜHL;['Adolf Guggenbühl'];Q1537212;PERSON;"2"
161;ADOLF_HIRNSCHAL;['Adolf Hirnschal'];noWikiID;PERSON;"1"
162;ADOLF_HITLER;['Hitler', 'Hitlers', 'Adolf Hitler', 'Adolf Hitlers', 'HITLER'];Q352;PERSON;"33"
163;ADOLF_HOFFMANN;['Adolf Hoffmann'];noWikiID;PERSON;"2"
164;ADOLF_HORWICZ;['Adolf Horwicz'];noWikiID;PERSON;"1"
165;ADOLF_KRABBE;['Adolf Krabbe'];noWikiID;PERSON;"1"
166;ADOLF_KUSSMAULS;['Adolf Kußmauls'];noWikiID;PERSON;"1"
167;ADOLF_LOOS;['Adolf Loos', 'ADOLF Loos'];noWikiID;PERSON;"5"
168;ADOLF_MUSCHG;['Adolf Muschg', 'Muschg', 'Adolf Muschgs'];Q123483;PERSON;"21"
169;ADOLF_MÜLLNER;['Adolph Müllner'];Q73359;PERSON;"1"
170;ADOLF_PICHLER;['ADOLF PICHLER'];Q88910;PERSON;"1"
171;ADOLF_SCHWARZ_(SCHACHSPIELER);['Adolf Schwarz'];Q112208;PERSON;"1"
172;ADOLF_STAHR;['Adolf Stahr'];Q124143;PERSON;"4"
173;ADOLF_STIELER;['Stieler'];Q62914;PERSON;"2"
174;ADOLF_STOECKER;['Stoecker'];Q63479;PERSON;"3"
175;ADOLF_STRECKFUSS;['Adolph Streckfuß'];Q364329;PERSON;"1"
176;ADOLF_STREER_VON_STREERUWITZ;['Streeruwitz'];Q14805929;PERSON;"12"
177;ADOLF_STRODTMANN;['Adolf Strodtmann'];Q119527;PERSON;"1"
178;ADOLF_VON_HATZFELD;['Adolf von Hatzfeld'];Q364780;PERSON;"1"
179;ADOLF_VON_NASSAU;['Adolf'];Q160101;PERSON;"1"
180;ADOLF_VON_SONNENTHAL;['Sonnenthal'];Q84769;PERSON;"1"
181;ADOLF_VON_WILBRANDT;['Adolf Wilbrandt'];Q67953;PERSON;"3"
182;ADOLF_WILHELM_KEIM;['KEIM'];Q364543;PERSON;"1"
183;ADOLF_WÖLFLI;['Adolf Wölfli'];Q364638;PERSON;"3"
184;ADOLPHE_ADAM;['Adam', 'Adolphe Adam', 'ADAM'];Q189544;PERSON;"26"
185;ADOLPHE_THIERS;['Adolphe Thiers'];Q5738;PERSON;"1"
186;ADOLPHINE_BREITHAUPT;['Adolphine Breithaupt'];noWikiID;PERSON;"1"
187;ADOLPH_(LUXEMBURG);['ADOLPH'];Q57302;PERSON;"1"
188;ADOLPH_FRIEDRICH_RIEDEL;['Riedel'];Q365353;PERSON;"10"
189;ADOLPH_HANSLICK;['ADOLPH HANSLICK'];noWikiID;PERSON;"1"
190;ADOLPH_KNIGGE;['Adolph Freiherr von Knigge', 'Freiherr von Knigge', 'Adolph Knigge', 'Knigges'];Q213681;PERSON;"5"
191;ADOLPH_L'_ARRONGE;"[""Adolph L' Arronge""]";noWikiID;PERSON;"1"
192;ADOLPH_LEHMANN;['Lehmann'];Q365438;PERSON;"1"
193;ADOLPH_PREISS_(MÜNZSAMMLER);['Preiss'];Q15791695;PERSON;"7"
194;ADOLPH_VON_MENZEL;['Adolf Menzels', 'Menzels', 'Adolph Menzel'];Q164961;PERSON;"4"
195;ADOMOS;['Adomos'];noWikiID;PERSON;"1"
196;ADON;['Adon'];noWikiID;PERSON;"1"
197;ADORNO;['Adorno'];noWikiID;PERSON;"31"
198;ADORNO;['Adornos'];noWikiID;PERSON;"3"
199;ADRAST;['Adrast'];noWikiID;PERSON;"2"
200;ADRIAEN_BROUWER;['Adriaen Brouwer'];Q364139;PERSON;"1"
201;ADRIAEN_VAN_OSTADE;['Adriaen van Ostade'];Q352438;PERSON;"1"
202;ADRIAN;['Adrian'];noWikiID;PERSON;"3"
203;ADRIANA_PASQUALI;['Pasquali'];Q52838173;PERSON;"1"
204;ADRIANA_SIMONS-MEES;['Adriana Simons-Mees'];noWikiID;PERSON;"1"
205;ADRIANOPEL;['Adrianopel'];noWikiID;PERSON;"2"
206;ADRIAN_LEVERKÜHN;['Adrian Leverkühn'];noWikiID;PERSON;"1"
207;ADRIAN_LUDWIG_RICHTER;['Adrian Ludwig Richter'];noWikiID;PERSON;"1"
208;ADRIAN_VON_LÜTZOW;['Adrian von Lützow'];noWikiID;PERSON;"2"
209;ADRIENNE_GREENHEART;['Adrienne Greenheart'];noWikiID;PERSON;"2"
210;ADRIENNE_KENNEDY;['Adrienne Kennedy'];Q377490;PERSON;"1"
211;ADRIENNE_RICH;['Adrienne Rich'];Q270705;PERSON;"1"
212;ADRIEN_BOVY;['Adrien Bovy'];noWikiID;PERSON;"1"
213;ADRIEN_PASQUALI;['Adrien Pasquali'];noWikiID;PERSON;"2"
214;ADRIEN_TUREL;['Adrien Turel'];Q377235;PERSON;"1"
215;AECES_OF_THE_MOST_EMINENT;['Aeces of the Most Eminent'];noWikiID;PERSON;"1"
216;AEGIDIUS_ALBERTINUS;['Aegidius Albertinus'];Q329298;PERSON;"1"
217;AEGIDIUS_TSCHUDI;['Aegidius Tschudi', 'Aegidius Tschudis'];Q380654;PERSON;"6"
218;AELIA_EUDOXIA;['Eudoxia'];Q232981;PERSON;"1"
219;AENEAS;['Aeneas'];noWikiID;PERSON;"7"
220;AENEIS;['Aeneis'];noWikiID;PERSON;"6"
221;AERIA;['Aeria'];noWikiID;PERSON;"1"
222;AFRAJA;['Afraja'];noWikiID;PERSON;"1"
223;AFRIKA-BILDER;['Afrika-Bilder'];noWikiID;PERSON;"1"
224;AGAMEMNON;['Agamemnon'];noWikiID;PERSON;"1"
225;AGAPE;['Agape'];noWikiID;PERSON;"1"
226;AGATHA_CHRISTI;['Agatha Christi'];noWikiID;PERSON;"1"
227;AGATHA_VON_CATANIA;['Agathe'];Q200895;PERSON;"12"
228;AGATHE_HAIDLING;['Agathe Haidling'];noWikiID;PERSON;"3"
229;AGATHE_SCHWEIGERT;['Agathe Schweigert'];noWikiID;PERSON;"1"
230;AGATHONS;['Agathons'];noWikiID;PERSON;"2"
231;AGATHON_VON_ATHEN;['Agathon'];Q380482;PERSON;"8"
232;AGENTENKREISE;['Agentenkreise'];noWikiID;PERSON;"1"
233;AGENTENROMAN;['Agentenroman'];noWikiID;PERSON;"1"
234;AGIS;['Agis'];noWikiID;PERSON;"3"
235;AGITATIONSVERS;['Agitationsvers'];noWikiID;PERSON;"1"
236;AGLAJA;['Aglaja'];noWikiID;PERSON;"3"
237;AGLAJA_VETERANYIS;['Aglaja Veteranyis'];noWikiID;PERSON;"1"
238;AGNESA;['Agnesa'];noWikiID;PERSON;"1"
239;AGNES_ALIAS_SIGNORA_LAURENTINI;['Agnes alias Signora Laurentini'];noWikiID;PERSON;"1"
240;AGNES_FRANZ;['Agnes Franz'];Q394517;PERSON;"2"
241;AGNES_GREY;['Agnes Grey'];noWikiID;PERSON;"3"
242;AGNES_GÜNTHER;['Agnes Günther'];Q106107;PERSON;"1"
243;AGNES_KLINGER;['Agnes Klinger'];noWikiID;PERSON;"1"
244;AGNES_MIEGEL;['Agnes Miegel'];Q67013;PERSON;"3"
245;AGNES_VARDA;['Agnes Varda'];noWikiID;PERSON;"1"
246;AGNES_VON_ROM;['Agnes'];Q210096;PERSON;"18"
247;AGNOLO;['Agnolo'];noWikiID;PERSON;"1"
248;AGONISTA;['Agonista'];noWikiID;PERSON;"2"
249;AGRIPPINA;['Agrippina'];noWikiID;PERSON;"3"
250;AHASVER;['Ahasver'];noWikiID;PERSON;"8"
251;AHASVER;['Ahasvers'];noWikiID;PERSON;"2"
252;AHN;['Ahn'];noWikiID;PERSON;"1"
253;AHNFRAUEN;['Ahnfrauen'];noWikiID;PERSON;"1"
254;AI;['Ai'];noWikiID;PERSON;"2"
255;AICHINGER;['Aichinger'];noWikiID;PERSON;"6"
256;AIDA;['Aida'];noWikiID;PERSON;"2"
257;AIDS;['Aids'];noWikiID;PERSON;"1"
258;AISCHYLOS;['Aischylos', 'Aeschylos', 'AISCHYLOS'];Q40939;PERSON;"8"
259;AISSATOU;['Aissatou'];noWikiID;PERSON;"1"
260;AITA_STRICKER;['Aita Stricker'];noWikiID;PERSON;"1"
261;AI_ISA_CRAG;['Ai Isa Crag'];noWikiID;PERSON;"1"
262;AKADEMIKERS_ALESSANDRO_PICCOLOMINI;['Akademikers Alessandro Piccolomini'];noWikiID;PERSON;"1"
263;AKIM;['Akim'];noWikiID;PERSON;"2"
264;AKKI;['Akki'];noWikiID;PERSON;"6"
265;AKROSTICHON;['Akrostichon'];noWikiID;PERSON;"1"
266;AKTPHOTO_VON_MARTA;['Aktphoto von Marta'];noWikiID;PERSON;"1"
267;AKTUARS;['Aktuars'];noWikiID;PERSON;"1"
268;AKTÄON;['Aktäon'];noWikiID;PERSON;"1"
269;AL:5;['Al:5'];noWikiID;PERSON;"1"
270;AL:65;['Al:65'];noWikiID;PERSON;"1"
271;ALAIN;['Alain'];noWikiID;PERSON;"2"
272;ALAIN-RENÉ_LESAGE;['Gil Blas'];Q267962;PERSON;"1"
273;ALAIN_ROCHAT_(SCHRIFTSTELLER);['Alain Rochat'];Q2830240;PERSON;"1"
274;ALAIN_TANNER;['Alain Tanner'];noWikiID;PERSON;"10"
275;ALBA;['Alba'];noWikiID;PERSON;"1"
276;ALBAN;['Alban'];noWikiID;PERSON;"1"
277;ALBAS;['Albas'];noWikiID;PERSON;"2"
278;ALBERICH;['Alberich'];noWikiID;PERSON;"1"
279;ALBERTA_VON_MAYTNER;['Alberta von Maytner', 'Margarete Halm'];Q2639222;PERSON;"2"
280;ALBERTA_VON_PUTTKAMMER;['Alberta von Puttkammer'];noWikiID;PERSON;"1"
281;ALBERTINE_VON_DER_GRÜN;['Albertine von der Grün'];noWikiID;PERSON;"2"
282;ALBERTO_MARTINO;['Alberto Martino'];noWikiID;PERSON;"1"
283;ALBERTO_NESSI;['Alberto Nessi'];Q116798;PERSON;"4"
284;ALBERTS;['Alberts'];noWikiID;PERSON;"3"
285;ALBERT_(SACHSEN);['Albert'];Q168657;PERSON;"14"
286;ALBERT_ANKER;['Albert Ankers', 'Albert Anker'];Q72510;PERSON;"2"
287;ALBERT_BITZIUS;['Albert Bitzius'];noWikiID;PERSON;"1"
288;ALBERT_BITZIUS_(SOHN);['Albert Bitzius'];Q1285698;PERSON;"8"
289;ALBERT_BOVENSCHEN;['Bovenschens', 'Bovenschen'];Q2637686;PERSON;"2"
290;ALBERT_BÉGUIN;['Albert Béguin'];Q124251;PERSON;"2"
291;ALBERT_CAMPION_VON;['Albert Campion von'];noWikiID;PERSON;"1"
292;ALBERT_CAMUS;['Albert Camus'];noWikiID;PERSON;"3"
293;ALBERT_DAUDISTEL;['Albert Daudistel'];Q2637780;PERSON;"1"
294;ALBERT_DULK;['Leonhard Hagebucher', 'Leonhard Hagenbucher'];Q89664;PERSON;"6"
295;ALBERT_EHRENSTEIN;['Albert Ehrenstein', 'Albert Ehrensteins', 'ALBERT EHRENSTEINS'];Q214947;PERSON;"9"
296;ALBERT_EHRISMANN;['Albert Ehrismanns', 'Albert Ehrismann'];Q120897;PERSON;"3"
297;ALBERT_EINSTEIN;['Albert Einstein'];noWikiID;PERSON;"2"
298;ALBERT_EINSTEIN;['Albert Einsteins'];noWikiID;PERSON;"1"
299;ALBERT_EMIL_BRACHVOGELS;['Albert Emil Brachvogels'];noWikiID;PERSON;"1"
300;ALBERT_GRAF_CURTZ;['Albert Graf Curtz'];noWikiID;PERSON;"1"
301;ALBERT_GÜNTHER_(ZOOLOGE);['Günther'];Q57514;PERSON;"9"
302;ALBERT_JACOB_WELTI;['Albert Jacob Welti'];noWikiID;PERSON;"1"
303;ALBERT_JULIUS;['Albert Julius'];noWikiID;PERSON;"4"
304;ALBERT_KÖSTER;['Albert Köster'];noWikiID;PERSON;"1"
305;ALBERT_LANGEN;['Albert Langen'];Q70927;PERSON;"1"
306;ALBERT_LEO_SCHLAGETER;['Schlageter'];Q62619;PERSON;"1"
307;ALBERT_LINDNER;['Albert Lindners', 'Albert Lindner'];Q2638399;PERSON;"2"
308;ALBERT_MEIER;['Albert Meier'];noWikiID;PERSON;"1"
309;ALBERT_SOERGEL;['Albert Soergel'];noWikiID;PERSON;"1"
310;ALBERT_STEFFEN;['Albert Steffen'];Q117177;PERSON;"5"
311;ALBERT_TRAEGER;['Albert Träger'];Q214834;PERSON;"3"
312;ALBERT_VON_RUDOLSTADT;['Albert von Rudolstadt'];noWikiID;PERSON;"1"
313;ALBERT_WEIDNER;['Albert Weidner'];noWikiID;PERSON;"1"
314;ALBERT_WELTI;['Albert J. Welti'];Q690693;PERSON;"3"
315;ALBIGENSER;['Albigenser'];noWikiID;PERSON;"1"
316;ALBIN;['Albin'];noWikiID;PERSON;"1"
317;ALBIN_INDERGAND;['Albin Indergand'];noWikiID;PERSON;"2"
318;ALBIN_ZOLLINGER;['Albin Zollinger', 'Albin Zollingers'];Q118826;PERSON;"11"
319;ALBISETTI;['Albisetti'];noWikiID;PERSON;"3"
320;ALBISSER;['Albisser'];noWikiID;PERSON;"1"
321;ALBRECHTS;['Albrechts', 'ALBRECHTS'];noWikiID;PERSON;"5"
322;ALBRECHTSBURG;['Albrechtsburg'];noWikiID;PERSON;"1"
323;ALBRECHT_(PREUSSEN);['Albrecht', 'Herzog Albrecht von Preußen', 'Albrecht von Preußen', 'ALBRECHT'];Q40433;PERSON;"13"
324;ALBRECHT_CHRISTIAN_ROTTH;['Albrecht Christian Rotth'];noWikiID;PERSON;"3"
325;ALBRECHT_CHRISTIAN_ROTTH;['Albrecht Christian Rotths'];noWikiID;PERSON;"4"
326;ALBRECHT_DER_BEHERZTE;['Albrecht'];Q560806;PERSON;"3"
327;ALBRECHT_DÜRER;['Dürer', 'Dürers', 'Albrecht Dürers', 'Albrecht Dürer'];Q5580;PERSON;"16"
328;ALBRECHT_DÜRER_VON_NÜRNBERG;['Albrecht Dürer von Nürnberg'];noWikiID;PERSON;"1"
329;ALBRECHT_HOLM;['Albrecht Holm'];noWikiID;PERSON;"1"
330;ALBRECHT_I._(HRR);['König Albrecht', 'Albrecht', 'König Albrechts', 'König ALBRECHTS'];Q153956;PERSON;"7"
331;ALBRECHT_II._(HRR);['Albrecht V. von Österreich'];Q157112;PERSON;"1"
332;ALBRECHT_IV._(BAYERN);['Herzog Albrecht IV. von Bayern', 'Albrechts IV. von Bayern', 'Herzog ALBRECHT VON BAYERN'];Q60942;PERSON;"4"
333;ALBRECHT_JAKOB_ZELL;['Albrecht Jacob Zell'];Q15713585;PERSON;"1"
