"","circl_sum","Text","canonisation_score","reviews_sum","id","circl_binary","betweenness","indegree","pagerank","class","reviews_binary"
"673","0","WITH_THE_NIGHT_MAIL_noWikiID","0.122244604531682","0","620","0","0","0","0.15","No Review & No Catalogue","0"
"169","0","HERMSPRONG_Q5742104","0.0477757206414661","2","621","0","0","0","0.15","Review, No Catalogue","1"
"90","0","CHANCE_Q793748","0.294299317623214","0","622","0","0","0","0.15","No Review & No Catalogue","0"
"373","1","THE_BRITISH_BARBARIANS_noWikiID","0.0477757206414661","0","623","1","0","0","0.15","No Review, Catalogue","0"
"510","0","THE_MIRROR_OF_THE_SEA_noWikiID","0.11291791638611","0","624","0","65.6056365474238","1","0.2440784722222222","No Review & No Catalogue","0"
"643","1","TIME_AND_THE_GODS_Q7805268","0.0477757206414661","0","625","1","0","0","0.15","No Review, Catalogue","0"
"110","1","DAUGHTERS_OF_MEN_noWikiID","0.0477757206414661","0","626","1","509.2470316308595","1","0.31335242093096627","No Review, Catalogue","0"
"501","0","THE_MAN_WHO_WAS_THURSDAY_Q959816","0.0477757206414661","1","627","0","0","0","0.15","Review, No Catalogue","1"
"517","0","THE_MURDERED_COUSIN_noWikiID","0.11291791638611","0","628","0","0","0","0.15","No Review & No Catalogue","0"
"107","2","CRANFORD_(NOVEL)_Q265100","0.227753497177042","1","629","1","119.48507434498387","1","0.1925","Review & Catalogue","1"
"572","1","THE_SEAFARER_noWikiID","0.0477757206414661","0","63","1","13","1","0.1925","No Review, Catalogue","0"
"518","2","THE_MYSTERIES_OF_LONDON_Q7752831","0.0825857148766979","0","630","1","0","0","0.15","No Review, Catalogue","0"
"670","1","WILD_ANIMALS_I_HAVE_KNOWN_Q8000500","0.0477757206414661","0","631","1","617.8495010026627","1","0.20454166666666668","No Review, Catalogue","0"
"305","0","SARTOR_RESARTUS_Q1134140","0.605736576985184","0","632","0","15665.738425108757","1","0.25356254896794533","No Review & No Catalogue","0"
"3","1","A_CHRISTMAS_CAROL_Q62879","0.374053924716987","0","633","1","47.31930916491237","1","0.1925","No Review, Catalogue","0"
"6","1","A_DARK_NIGHT'S_WORK_Q16385401","0.049863479389024","1","634","1","0","0","0.15","Review & Catalogue","1"
"63","0","AT_THE_END_OF_THE_PASSAGE_noWikiID","0.117501066676145","0","635","0","0","0","0.15","No Review & No Catalogue","0"
"9","0","A_HOLIDAY_ROMANCE_noWikiID","0.122244604531682","0","636","0","0","0","0.15","No Review & No Catalogue","0"
"570","0","THE_ROSE_AND_THE_RING_Q7761552","0.127152048513252","1","637","0","164","1","0.1925","Review, No Catalogue","1"
"488","2","THE_LIFE_OF_JOHN_BUNCLE_noWikiID","0.0566567958260902","0","638","1","8.68277685176662","2","0.3736575645224207","No Review, Catalogue","0"
"207","1","LITTLE_LORD_FAUNTLEROY_Q387480","0.122244604531682","0","639","1","0","0","0.15","No Review, Catalogue","0"
"525","1","THE_NEW_MAGDALEN_noWikiID","0.117501066676145","0","64","1","41.25239980315526","1","0.36951179278159685","No Review, Catalogue","0"
"263","0","ORIGINAL_STORIES_FROM_REAL_LIFE_Q2705647","0.160221548263055","0","640","0","0","0","0.15","No Review & No Catalogue","0"
"29","1","A_SON_OF_THE_SOIL_Q106040512","0.049863479389024","1","641","1","0","0","0.15","Review & Catalogue","1"
"10","0","A_HOUSE_TO_LET_Q4657430","0.0477757206414661","0","642","0","4.833333333333333","1","0.1925","No Review & No Catalogue","0"
"428","1","THE_FROZEN_DEEP_Q7735382","0.117501066676145","0","643","1","0","0","0.15","No Review, Catalogue","0"
"146","1","FOR_THE_TERM_OF_HIS_NATURAL_LIFE_noWikiID","0.0477757206414661","0","644","1","181.12492916440286","1","0.22709182279855014","No Review, Catalogue","0"
"167","1","HENRY_DUNBAR_noWikiID","0.0477757206414661","0","645","1","23.100112314586","1","0.21434268312625587","No Review, Catalogue","0"
"550","2","THE_PRINCESS_AND_THE_GOBLIN_Q466505","0.11291791638611","1","646","1","0","0","0.15","Review & Catalogue","1"
"250","1","NIGHT_AND_MORNING_noWikiID","0.0477757206414661","1","647","1","0","0","0.15","Review & Catalogue","1"
"108","2","CROTCHET_CASTLE_Q5188976","0.0477757206414661","1","648","1","14587.831285191894","1","0.2218427222075845","Review & Catalogue","1"
"234","0","MEMOIRS_OF_CARWIN_THE_BILOQUIST_Q6815263","0.11291791638611","0","649","0","0","0","0.15","No Review & No Catalogue","0"
"219","2","MAN_AND_WIFE_(NOVEL)_Q16386863","0.313316107488017","1","65","1","188.23590798753102","5","2.5950728849915676","Review & Catalogue","1"
"129","0","ENNUI_Q117149111","0.117501066676145","0","650","0","118.83589276269387","1","0.2079534722222222","No Review & No Catalogue","0"
"32","1","A_STUDY_IN_SCARLET_Q223131","0.353247063375283","0","651","1","0","0","0.15","No Review, Catalogue","0"
"472","0","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370","0.204901193890185","0","652","0","5765.161734783339","1","0.48529657636038026","No Review & No Catalogue","0"
"546","0","THE_POINT_OF_VIEW_noWikiID","0.11291791638611","0","653","0","0","0","0.15","No Review & No Catalogue","0"
"668","0","WET_MAGIC_noWikiID","0.0477757206414661","0","654","0","0","0","0.15","No Review & No Catalogue","0"
"440","0","THE_HAUNTED_HOUSE_Q6073289","0.11291791638611","1","655","0","0","0","0.15","Review, No Catalogue","1"
"454","0","THE_HISTORY_OF_MR_POLLY_Q2507552","0.0520374856859669","0","656","0","0","0","0.15","No Review & No Catalogue","0"
"214","0","LOVE_AND_MADNESS_Q6691643","0.0477757206414661","1","657","0","306.48571428571427","1","0.5710531086481744","Review, No Catalogue","1"
"495","1","THE_LOUGH_DERG_PILGRIM_noWikiID","0.0477757206414661","0","658","1","566.4213054756102","1","0.789893004505598","No Review, Catalogue","0"
"327","0","STELLA_MARIS_noWikiID","0.0543008598413405","0","659","0","0","0","0.15","No Review & No Catalogue","0"
"409","2","THE_EUSTACE_DIAMONDS_Q7732627","0.294299317623214","1","66","1","1865.4874970795943","8","5.020246584327938","Review & Catalogue","1"
"145","0","FLATLAND_noWikiID","0.141170686071351","0","660","0","0","0","0.15","No Review & No Catalogue","0"
"113","0","DE_PROFUNDIS_(LETTER)_Q1249459","0.154263355437284","0","661","0","0","0","0.15","No Review & No Catalogue","0"
"23","0","A_RIDE_ACROSS_PALESTINE_noWikiID","0.11291791638611","0","662","0","0","0","0.15","No Review & No Catalogue","0"
"411","1","THE_EXECUTOR_noWikiID","0.0477757206414661","0","663","1","0","0","0.15","No Review, Catalogue","0"
"361","1","THE_BATTLE_OF_DORKING_Q7715857","0.0520374856859669","0","664","1","7792.674156515928","1","0.2720887863478241","No Review, Catalogue","0"
"124","0","DUBLINERS_Q459592","0.797979883708377","0","665","0","0","0","0.15","No Review & No Catalogue","0"
"574","0","THE_SECRET_AGENT_Q1247666","0.384640372733741","0","666","0","644.0601645838894","1","0.23203680555555556","No Review & No Catalogue","0"
"533","3","THE_OLD_ENGLISH_BARON_Q3796165","0.27863497027921","0","667","1","8978.84581403497","1","1.2386382946655576","No Review, Catalogue","0"
"335","0","TALES_FROM_SHAKESPEARE_Q589197","0.0591085593605752","0","668","0","52.1728678433014","1","0.48529657636038026","No Review & No Catalogue","0"
"473","0","THE_JOLLY_CORNER_Q15240001","0.11291791638611","0","669","0","0","0","0.15","No Review & No Catalogue","0"
"237","2","MIDDLEMARCH_Q313129","0.976152943083648","1","67","1","1456.9723416084005","3","1.0089030762955158","Review & Catalogue","1"
"152","0","GRANNY'S_WONDERFUL_CHAIR_noWikiID","0.117501066676145","1","670","0","0","0","0.15","Review, No Catalogue","1"
"511","0","THE_MISFORTUNES_OF_ELPHIN_Q7751712","0.049863479389024","2","671","0","0","0","0.15","Review, No Catalogue","1"
"137","1","EVENINGS_AT_HOME_Q5416654","0.0543008598413405","0","672","1","196.04303561983676","2","0.25142015046296295","No Review, Catalogue","0"
"478","1","THE_KING_OF_THE_GOLDEN_RIVER_Q14476439","0.122244604531682","1","673","1","0","0","0.15","Review & Catalogue","1"
"94","0","CITY_SCENES_noWikiID","0.0477757206414661","0","674","0","0","0","0.15","No Review & No Catalogue","0"
"421","0","THE_FIGURE_IN_THE_CARPET_Q3224800","0.11291791638611","0","675","0","0","0","0.15","No Review & No Catalogue","0"
"677","1","ZASTROZZI_Q8067086","0.127152048513252","1","676","1","0","0","0.15","Review & Catalogue","1"
"393","0","THE_CRICKET_ON_THE_HEARTH_Q825220","0.11291791638611","1","677","0","0","0","0.15","Review, No Catalogue","1"
"82","0","CARROTS_noWikiID","0.0477757206414661","0","678","0","0","0","0.15","No Review & No Catalogue","0"
"665","0","WAYFARERS_noWikiID","0.049863479389024","1","679","0","0","0","0.15","Review, No Catalogue","1"
"158","1","HARD_TIMES_(NOVEL)_Q1340493","0.706633180000831","1","68","1","391.76091629951355","2","1.3336915558407278","Review & Catalogue","1"
"71","2","BLEAK_HOUSE_Q883305","0.958008839727505","1","69","1","4668.261820310135","7","3.350222439031114","Review & Catalogue","1"
"613","4","THE_VICAR_OF_WAKEFIELD_Q1196205","0.332981899154278","1","7","1","1216.7306343501955","6","2.2908709956062467","Review & Catalogue","1"
"300","2","RUTH_Q80038","0.212324186920024","1","70","1","4815.379934346694","7","2.480006622513351","Review & Catalogue","1"
"259","0","ODOUR_OF_CHRYSANTHEMUMS_Q7078330","0.049863479389024","0","71","0","0","0","0.15","No Review & No Catalogue","0"
"38","0","ACTIONS_AND_REACTIONS_noWikiID","0.117501066676145","0","72","0","2.3761904761904757","1","0.1925","No Review & No Catalogue","0"
"144","1","FIVE_CHILDREN_AND_IT_noWikiID","0.0477757206414661","0","73","1","526.0681689925239","6","0.5404479000771605","No Review, Catalogue","0"
"429","0","THE_GENTLEMAN_noWikiID","0.049863479389024","0","74","0","1366.4046447676228","5","0.42612013888888883","No Review & No Catalogue","0"
"74","1","BROKEN_TO_HARNESS_noWikiID","0.049863479389024","1","75","1","472.21886083329446","3","0.4650268740296707","Review & Catalogue","1"
"119","1","DOCTOR_THORNE_noWikiID","0.294299317623214","1","76","1","7184.1617207470845","8","4.987444881371916","Review & Catalogue","1"
"333","1","SYLVIE_AND_BRUNO_Q1632505","0.11291791638611","0","77","1","288.5615411677474","2","0.29713379718113775","No Review, Catalogue","0"
"551","1","THE_PRINCESS_CASAMASSIMA_Q3211932","0.122244604531682","0","78","1","8745.13103076058","9","3.767474933923574","No Review, Catalogue","0"
"293","1","ROBERT_ELSMERE_Q7344052","0.0643129761992644","1","79","1","4104.921195052623","10","3.343241800561127","Review & Catalogue","1"
"507","1","THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH_Q124661412","0.154263355437284","0","8","1","16284.865689790104","9","3.4784351522721457","No Review, Catalogue","0"
"659","2","VATHEK_Q54548","0.353247063375283","2","80","1","0","0","0.15","Review & Catalogue","1"
"88","2","CELESTINA_Q583705","0.11291791638611","2","81","1","15451.564841942016","7","3.102772315369645","Review & Catalogue","1"
"128","1","EMMELINE_Q5373421","0.137472234822425","1","82","1","4617.23878860812","7","3.38726974081629","Review & Catalogue","1"
"27","2","A_SICILIAN_ROMANCE_Q979649","0.190637850864638","0","83","1","645.6987319447842","4","1.8855125461654036","No Review, Catalogue","0"
"102","1","CONFESSIONS_OF_AN_ENGLISH_OPIUM-EATER_Q1610128","0.353247063375283","1","84","1","0","0","0.15","Review & Catalogue","1"
"231","0","MELMOTH_THE_WANDERER_Q1475956","0.356287748913087","1","85","0","425.5960864760264","4","1.13363298743504","Review, No Catalogue","1"
"148","1","FRANKENSTEIN_Q150827","0.985957888404111","1","86","1","3483.2261617961717","7","1.57936580609719","Review & Catalogue","1"
"612","1","THE_VAMPYRE_Q509070","0.313316107488017","2","87","1","27.075292252710806","2","0.24704166666666666","Review & Catalogue","1"
"630","0","THE_WIND_IN_THE_WILLOWS_Q936276","0.384640372733741","0","88","0","0","0","0.15","No Review & No Catalogue","0"
"424","1","THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH_Q1215802","0.0520374856859669","0","89","1","5531.3851053043245","9","1.154290152064033","No Review, Catalogue","0"
"392","0","THE_COUNTRY_OF_THE_BLIND_Q823691","0.154263355437284","0","9","0","0","0","0.15","No Review & No Catalogue","0"
"649","1","TWO_LITTLE_SAVAGES_noWikiID","0.0477757206414661","0","90","1","315.5755801960136","1","0.1925","No Review, Catalogue","0"
"534","3","THE_OLD_MANOR_HOUSE_Q96409526","0.160221548263055","2","91","1","1447.8343059500735","9","3.1674947832732556","Review & Catalogue","1"
"57","3","ANNA_ST_IVES_noWikiID","0.122244604531682","2","92","1","35.48363661184778","3","1.4757735579658757","Review & Catalogue","1"
"28","3","A_SIMPLE_STORY_Q4659531","0.177146178958168","2","93","1","17451.02552165836","6","1.9591846861429318","Review & Catalogue","1"
"544","0","THE_PICTURE_OF_DORIAN_GRAY_Q82464","0.605736576985184","1","94","0","905.9125572585178","2","0.656984227572061","Review, No Catalogue","1"
"17","0","A_MERE_ACCIDENT_noWikiID","0.11291791638611","0","95","0","1258.5320306010733","4","0.6566802743897984","No Review & No Catalogue","0"
"24","1","A_ROMANCE_OF_TWO_WORLDS_Q4659270","0.049863479389024","0","96","1","7023.441531340319","6","0.8682701852089377","No Review, Catalogue","0"
"247","1","NEW_ARABIAN_NIGHTS_noWikiID","0.11291791638611","0","97","1","577.0011206276951","5","0.8099948921439519","No Review, Catalogue","0"
"329","1","SUNRISE_noWikiID","0.11291791638611","0","98","1","492.15253873655666","5","1.8631188191197685","No Review, Catalogue","0"
"556","0","THE_PURCELL_PAPERS_Q7758781","0.11291791638611","0","99","0","738.3923837790741","4","1.2097136314526205","No Review & No Catalogue","0"
