wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source
DER_ARME_SPIELMANN;['Der arme Spielmann'];Grillparzer;Franz;Q1198306;5;Der arme Spielmann;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Grillparzer_Franz_Der_arme_Spielmann.xml;1847;([], ['narration']);textgrid
DER_AUFRUHR_IN_DEN_CEVENNEN;['Der Aufruhr in den Cevennen', 'Aufruhr in den Cevennen'];Tieck;Ludwig;Q1192283;7;Der Aufruhr in den Cevennen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Der_Aufruhr_in_den_Cevennen.xml;1826;novella;textgrid
DER_BAUERNSPIEGEL;['Der Bauernspiegel'];Gotthelf;Jeremias;noWikiID;3;Der  Bauernspiegel;../../gotthelf/bauernsp/bauernsp.html;1837;;Gutenberg-DE
DER_BESUCH;['Der Besuch'];Gotthelf;Jeremias;noWikiID;2;Der Besuch;../../gotthelf/besuch/besuch.html;1854;narration;Gutenberg-DE
DER_BLONDE_ECKBERT;['Der blonde Eckbert', 'Der blonde Eckbert Tiecks'];Tieck;Ludwig;Q1198407;8;Der blonde Eckbert;../../tieck/eckbert/eckbert.html;1796;([], ['novel']);Gutenberg-DE
DER_BUETTNERBAUER;['Der BÃ¼ttnerbauer'];Polenz;Wilhelm von;noWikiID;2;Der BÃ¼ttnerbauer;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Polenz_Wilhelm_von_Der_BÃ¼ttnerbauer.xml;1895;novel;textgrid
DER_CONDOR;['Der Condor'];Stifter;Adalbert;Q19156156;1;Der Condor;../../stifter/condor/condor.html;1840;([], ['short story']);Gutenberg-DE
DER_DRAEUMLING;['Der DrÃ¤umling'];Raabe;Wilhelm;Q1193032;1;Der DrÃ¤umling;../../raabe/draeumli/draeumli.html;1870;novel;Gutenberg-DE
DER_EINSAME;['Der Einsame'];Anzengruber;Ludwig;noWikiID;2;Der Einsam;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Anzengruber_Ludwig_Der_Einsam.xml;1881;narration;textgrid
DER_FALSCHE_WOLDEMAR;['Der falsche Woldemar'];Alexis;Willibald;noWikiID;1;Der falsche  Woldemar;../../alexis/woldemar/woldemar.html;1842;novel;Gutenberg-DE
DER_FAUST_DER_MORGENLAENDER;['Der Faust der MorgenlÃ¤nder'];Klinger;Friedrich Maximilian;noWikiID;1;Der Faust der  MorgenlÃ¤nder;../../klinger/faustmor/faustmor.html;1797;novel;Gutenberg-DE
DER_FINDLING;['Der Findling'];Kleist;Heinrich von;noWikiID;1;Der Findling;../../kleist/findling/findling.html;1811;narration;Gutenberg-DE
DER_FREIHOF_VON_AARAU;['Der Freihof von Aarau'];Zschokke;Heinrich;noWikiID;1;Der Freihof von Aarau;../../zschokke/aarau/aarau.html;1823;novel;Gutenberg-DE
DER_FROMME_SPRUCH;['Der fromme Spruch'];Stifter;Adalbert;noWikiID;2;Der fromme Spruch;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_fromme_Spruch.xml;1869;narration;textgrid
DER_GEHUELFE;['Der GehÃ¼lfe', 'Der GehÃ¼lfe  '];Walser;Robert;Q1193785;5;;27598;1908;(['novel'], ['novel']);Gutenberg-US
DER_GEISTERSEHER;['Geisterseher', 'Der Geisterseher', 'Oie Geisterseher'];Schiller;Friedrich von;Q1193812;7;Der Geisterseher;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schiller_Friedrich_Der_Geisterseher.xml;1787;(['horror literature', 'fantasy'], ['novel']);textgrid
DER_GENIUS;['Der Genius'];Grosse;Carl Friedrich August;noWikiID;2;Der Genius;../../grosseka/genius/genius.html;1791;novel;Gutenberg-DE
DER_GOLDNE_SPIEGEL;['Der Goldne Spiegel', 'Der goldne Spiegel'];Wieland;Christoph Martin;noWikiID;9;Der goldne Spiegel;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Wieland_Christoph_Martin_Der_goldne_Spiegel.xml;1772;novel;textgrid
DER_GOLDNE_TOPF;['Der goldene Topf'];Hoffmann;E. T. A;Q785009;5;Der goldne Topf;../../Hoffmann/goldtopf/goldtopf.html;1814;(['literary fairy tale'], []);Gutenberg-DE
DER_GOTTSUCHER;['Der Gottsucher'];Rosegger;Peter;Q55978264;1;;../../rosegger/gottsuch/preface.html;1883;([], ['novel']);Gutenberg-DE
DER_GRUENE_HEINRICH;['Der grÃ¼ne Heinrich', 'GrÃ¼nen Heinrich', 'Begann der GrÃ¼ne Heinrich', 'GrÃ¼ne Heinrich', 'GrÃ¼nem Heinrich', 'Dortchen SchÃ¶nfund', 'Auch der grÃ¼ne Heinrich', 'GrÃ¼ner Heinrich'];Keller;Gottfried;Q1198871;75;Der grÃ¼ne Heinrich;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Keller_Gottfried_Der_grÃ¼ne_Heinrich.xml;1854;(['education novel', 'developmental novel', 'autobiography'], ['novel']);textgrid
DER_HEILIGE;['Der Heilige'];Meyer;Conrad Ferdinand;Q1194176;15;Der Heilige;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Der_Heilige.xml;1880;([], ['novel']);textgrid
DER_HEIZER;['Der Heizer'];Kafka;Franz;noWikiID;2;;16304;1913;narrative;Gutenberg-US
DER_HERR_ETATSRAT;['Der Herr Etatsrat'];Storm;Theodor;Q15805136;2;Der Herr Etatsrat;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Der_Herr_Etatsrat.xml;1881;([], ['novella']);textgrid
DER_HEXENMEISTER;['Der Hexenmeister'];Seidel;Heinrich;noWikiID;1;Der Hexenmeister;../../seidelh/wintmaer/hexen.html;1885;narration;Gutenberg-DE
DER_HEXENSABBAT;['Der Hexensabbat'];Tieck;Ludwig;noWikiID;1;Hexensabbat;../../tieck/hexen/hexen.html;1831;narration;Gutenberg-DE
DER_HOCHWALD;['Der Hochwald'];Stifter;Adalbert;Q1194364;1;Der Hochwald;../../stifter/hochwald/hochwald.html;1841;narration;Gutenberg-DE
DER_HUNGERPASTOR;['Raabes Der Hungerpastor', 'Der Hungerpastor', 'Vom Hungerpastor', 'Hungerpastor', 'Hungerpastors', 'Mit Der Hungerpastor'];Raabe;Wilhelm;Q1194487;23;Der Hungerpastor;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Der_Hungerpastor.xml;1864;(['developmental novel'], ['novel']);textgrid
DER_IM_IRR-GARTEN_DER_LIEBE_HERUM_TAUMELNDE_CAVALIER;['Der im Irr-Garten der Liebe herum taumelnde Cavalier'];Schnabel;Johann Gottfried;noWikiID;2;Der im Irr-Garten der Liebe herum taumelnde Cavalier;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnabel_Johann_Gottfried_Der_im_Irr_Garten_der_Liebe_herum_taumelnde_Cavalier.xml;1738;novel;textgrid
DER_JUNGE_TISCHLERMEISTER;['Der junge Tischlermeister'];Tieck;Ludwig;Q1198964;1;Der junge Tischlermeister;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Der_junge_Tischlermeister.xml;1836;novel;textgrid
DER_JUNKER_VON_DENOW;['Der Junker von Denow'];Raabe;Wilhelm;Q1194662;1;;44639;1859;novella;Gutenberg-US
DER_KLEINE_HAEWELMANN;['Der kleine HÃ¤welmann'];Storm;Theodor;Q1199225;1;Der kleine  HÃ¤welmann;../../storm/haewelma/haewelma.html;1849;(['fairy tale'], []);Gutenberg-DE
DER_KOENIG_DER_BERNINA;['Der KÃ¶nig der Bernina'];Heer;Jakob Christoph;noWikiID;1;Der KÃ¶nig der  Bernina;../../heer/bernina/bernina.html;1900;novel;Gutenberg-DE
DER_LANDPREDIGER;['Der Landprediger'];Lenz;Jakob Michael Reinhold;Q1195163;1;Der Landprediger;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lenz_Jakob_Michael_Reinhold_Der_Landprediger.xml;1777;narration;textgrid
DER_LANDVOGT_VON_GREIFENSEE;['Der Landvogt von Greifensee'];Keller;Gottfried;Q1195171;4;Der Landvogt von  Greifensee;../../keller/landvogt/landvogt.html;1877;novella;Gutenberg-DE
DER_MAGNETISEUR_(E._T._A._HOFFMANN);['Der Magnetiseur'];Hoffmann;E. T. A;Q15456531;2;Der Magnetiseur;../../Hoffmann/magnetis/magnetis.html;1814;([], ['short story', 'narration']);Gutenberg-DE
DER_MAJOR;['Der Major'];Reinhard;Luise ;noWikiID;2;Der Major;../../reinhard/major/major.html;1869;novella;Gutenberg-DE
DER_NACHSOMMER;['Der Nachsommer', 'Nachsommer', 'Der .Nachsommer'];Stifter;Adalbert;Q167320;31;Der Nachsommer;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_Nachsommer.xml;1857;(['developmental novel', 'social novel'], []);textgrid
DER_POJAZ;['Der Pojaz'];Franzos;Karl Emil;Q1196233;1;Der Pojaz;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Franzos_Karl_Emil_Der_Pojaz.xml;1905;novel;textgrid
DER_POSTEN_DER_FRAU;['Der Posten der Frau'];François;Louise von;noWikiID;2;Der Posten der Frau;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FranÃ§ois_Louise_von_Der_Posten_der_Frau.xml;1865;narration;textgrid
DER_PRINZ_VON_THEBEN;['Der Prinz von Theben'];Lasker-Schüler;Else;noWikiID;1;Der Prinz von  Theben;../../lasker/prinzthe/prinzthe.html;1914;collection of stories;Gutenberg-DE
DER_PSYCHOLOGE;['Der Psychologe'];Tieck;Ludwig;noWikiID;1;Der Psycholog;../../tieck/psycholo/psycholo.html;1797;narration;Gutenberg-DE
DER_RABBI_VON_BACHERACH;['Der Rabbi von Bacherach'];Heine;Heinrich;noWikiID;1;Der Rabbi von Bacherach;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Heine_Heinrich_Der_Rabbi_von_Bacherach.xml;1840;narration;textgrid
DER_RANGIERBAHNHOF;['Der Rangierbahnhof'];Böhlau;Helene;noWikiID;4;Der Rangierbahnhof;../../boehlau/rangier/rangier.html;1896;novel;Gutenberg-DE
DER_RAUBGRAF;['Der Raubgraf'];Wolff;Julius;noWikiID;1;Der Raubgraf;../../wolff/raubgraf/raubgraf.html;1884;novel;Gutenberg-DE
DER_REBELL;['Der Rebell'];Oppeln-Bronikowsk;Friedrich von;noWikiID;1;Der Rebell;../../oppelnbr/rebell/rebell.html;1908;narration;Gutenberg-DE
DER_REDLICHE_MANN_AM_HOFE;['Der redliche Mann am Hofe', 'Der Redliche Mann am Hofe'];Loën;Johann Michael von;noWikiID;4;Der Redliche Mann am Hofe;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/LoÃ«n_Johann_Michael_von_Der_Redliche_Mann_am_Hofe.xml;1740;novel;textgrid
DER_ROLAND_VON_BERLIN;['Der Roland von Berlin'];Alexis;Willibald;noWikiID;1;Der Roland von Berlin  1;../../alexis/roland;1840;novel;Gutenberg-DE
DER_RUNENBERG;['Runenberg', 'Der Runenberg'];Tieck;Ludwig;Q1196568;14;Der Runenberg;../../tieck/runenbrg/runenbrg.html;1802;([], ['fairy tale']);Gutenberg-DE
DER_SADDUZAEER_VON_AMSTERDAM;['Der SadduzÃ¤er von Amsterdam'];Gutzkow;Karl;noWikiID;3;;../../gutzkow/sadduc/sadduc.html;1834;;Gutenberg-DE
DER_SANDMANN_(HOFFMANN);['Sandmann', 'Der Sandmann', 'Im Sandmann'];Hoffmann;E. T. A;Q798227;38;Der Sandmann;../../Hoffmann/sandmann/sandmann.html;1816;(['high literature'], []);Gutenberg-DE
DER_SATYR_MOPSUS;['Der Satyr Mopsus'];Müller;Friedrich;noWikiID;2;Der Satyr Mopsus;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¼ller_Friedrich_(Maler_MÃ¼ller)_Der_Satyr_Mopsus.xml;1775;idyll;textgrid
DER_SCHATZ;['Der Schatz'];Mörike;Eduard;noWikiID;1;Der Schatz;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¶rike_Eduard_Der_Schatz.xml;1863;novella;textgrid
DER_SCHATZ_IM_SILBERSEE;['Der Schatz im Silbersee'];May;Karl;Q249905;1;;../../may/silbsee/index.html;1894;(['young adult fiction', 'Western'], ['novel']);Gutenberg-DE
DER_SCHIMMELREITER;['Der Schimmelreiter', 'Schimmelreiter'];Storm;Theodor;Q895730;36;Der Schimmelreiter;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Der_Schimmelreiter.xml;1888;([], ['novel', 'novella']);textgrid
DER_SCHMIED_SEINES_GLUECKS;['Der Schmied seines GlÃ¼cks'];Keller;Gottfried;noWikiID;2;Der Schmied seines  GlÃ¼ckes;../../keller/schmied/schmied.html;1856;narration;Gutenberg-DE
DER_SCHUEDDERUMP;"['SchÃ¼dderump', 'Der ""SchÃ¼dderump', 'Der SchÃ¼dderump']";Raabe;Wilhelm;Q1196819;12;Der SchÃ¼dderump;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Der_SchÃ¼dderump.xml;1869;([], ['novel']);textgrid
DER_SCHUSS_VON_DER_KANZEL;['Der SchuÃŸ von der Kanzel', 'Der Schuss von der Kanzel'];Meyer;Conrad Ferdinand;Q1196769;6;Der SchuÃŸ von der Kanzel;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Der_SchuÃŸ_von_der_Kanzel.xml;1878;([], ['novella']);textgrid
DER_SCHWEIZER_ROBINSON_ODER_DER_SCHWEIZER-PREDIGER_UND_SEINE_FAMILIE;['Der Schweizer Robinson oder der Schweizer-Prediger und seine Familie'];Wyß;Johann David;noWikiID;3;Der schweizerische  Robinson;../../wyssjd/schwrobi/schwrobi.html;1812;(['adventure novel'], []);Gutenberg-DE
DER_SELBSTMOERDER;['Der SelbstmÃ¶rder'];Blumenreich;Paul;noWikiID;1;Der  SelbstmÃ¶rder;../../blumenre/selbstmo/selbstmo.html;1904;novel;Gutenberg-DE
DER_SONNENWIRT;['Der Sonnenwirt'];Kurz;Hermann;noWikiID;1;Der Sonnenwirt;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Kurz_Hermann_Der_Sonnenwirt.xml;1856;novel;textgrid
DER_STECHLIN_(ROMAN);['Der Stechlin', 'Stechlin'];Fontane;Theodor;Q1197130;45;Der Stechlin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Der_Stechlin.xml;1898;([], ['novel']);textgrid
DER_STERNSTEINHOF;['Der Sternsteinhof'];Anzengruber;Ludwig;noWikiID;2;Der Sternsteinhof;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Anzengruber_Ludwig_Der_Sternsteinhof.xml;1885;novel;textgrid
DER_TOD_ABELS;['Der Tod Abels'];Gessner;Salomon;noWikiID;4;Der Tod Abels;../../gessner/todabels/todabels.html;1762;narration;Gutenberg-DE
DER_TOD_GEORGS;['Der Tod Georgs'];Beer-Hofmann;Richard ;noWikiID;8;Der Tod Georgs;../../beer-hof/todgeorg/todgeorg.html;1900;novel;Gutenberg-DE
DER_TOLLE_INVALIDE_AUF_DEM_FORT_RATONNEAU;['Der tolle Invalide auf dem Fort Ratonneau'];Arnim;Achim von;Q1199666;3;Der tolle Invalide auf  dem Fort Ratonneau;../../arnim/invalide/invalide.html;1818;([], ['novella']);Gutenberg-DE
DER_TORSO;['Torso'];Langgässer;Elisabeth;noWikiID;2;Torso;../../langgaes/torso/torso.html;1909;novel;Gutenberg-DE
DER_TROTZKOPF;['Der Trotzkopf'];Rhoden;Emmy von;Q1197625;4;Der Trotzkopf;../../rhoden/trotzkpf/trotzkpf.html;1885;(['Backfischroman'], []);Gutenberg-DE
DER_UEBERGANG;['Der Ãœbergang'];David;Jakob Julius;noWikiID;2;Der Ãœbergang;../../david/uebergan/uebergan.html;1902;novella;Gutenberg-DE
DER_UNTERTAN;['Der Untertan'];Mann;Heirich;Q476349;7;Der Untertan;../../mannh/untertan/untertan.html;1911;([], ['novel']);Gutenberg-DE
DER_VERBRECHER_AUS_VERLORENER_EHRE;['Der Verbrecher aus verlorener Ehre', 'Verbrecher aus Infamie'];Schiller;Friedrich von;Q1197800;3;Der Verbrecher aus  verlorener Ehre;../../schiller/verbrech/verbrech.html;1786;(['conte'], ['short story', 'novella']);Gutenberg-DE
DER_WALDBRUDER;['Der Waldbruder. Ein Pendant zu Werthers Leiden', 'Der Waldbruder'];Lenz;Jakob Michael Reinhold;Q1197891;2;Der Waldbruder;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lenz_Jakob_Michael_Reinhold_Der_Waldbruder.xml;1776;(['wertheriad', 'epistolary novel'], ['novel']);textgrid
DER_WALDBRUNNEN;['Der Waldbrunnen'];Stifter;Adalbert;noWikiID;1;Der Waldbrunnen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_Waldbrunnen.xml;1866;;textgrid
DER_WASSERMENSCH;['Der Wassermensch'];Tieck;Ludwig;noWikiID;1;Der Wassermensch;../../tieck/wasserme/wasserme.html;1835;narration;Gutenberg-DE
DER_WEG_INS_FREIE;['Der Weg ins Freie'];Schnitzler;Arthur;Q700479;1;Der Weg ins Freie;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Der_Weg_ins_Freie.xml;1908;([], ['novel']);textgrid
DER_WEHRWOLF;['Der Werwolf'];Löns;Hermann;noWikiID;1;Der Wehrwolf;../../loens/wehrwolf/wehrwolf.html;1910;novel;Gutenberg-DE
DER_WINTERGARTEN;['Der Wintergarten'];Arnim;Achim von;noWikiID;7;Der Wintergarten;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Ludwig_Achim_von_Der_Wintergarten.xml;1809;collection of novellas;textgrid
DER_ZAUBERRING;['Zauberring'];Fouqué;Friedrich de la Motte;noWikiID;2;Der Zauberring;../../fouque/zauber/zauber.html;1813;;Gutenberg-DE
DER_ZWEIKAMPF;['Der Zweikampf'];Kleist;Heinrich von;noWikiID;1;Der Zweikampf;../../kleist/2kampf/2kampf.html;1811;;Gutenberg-DE
DES_DEUTSCHEN_SPIESSERS_WUNDERHORN;['Des deutschen SpieÃŸers Wunderhorr,'];Meyrink;Gustav;noWikiID;1;Des deutschen SpieÃŸers Wunderhorn;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyrink_Gustav_Des_deutschen_SpieÃŸers_Wunderhorn.xml;1913;;textgrid
DES_LEBENS_UEBERFLUSS;['Des Lebens ÃœberfluÃŸ'];Tieck;Ludwig;Q1200453;2;Des Lebens  ÃœberfluÃŸ;../../tieck/ueberfl1/ueberfl1.html;1839;narration;Gutenberg-DE
DES_REICHES_KRONE;['Des Reiches Krone'];Raabe;Wilhelm;Q1200467;1;Des Reiches Krone;../../raabe/krone/krone.html;1873;narration;Gutenberg-DE
DES_VETTERS_ECKFENSTER;['Des Vetters Eckfenster'];Hoffmann;E. T. A;Q979343;2;Des Vetters  Eckfenster;../../Hoffmann/eckfenst/eckfenst.html;1822;(['short story'], []);Gutenberg-DE
DEUTSCHE_PIONIERE;['Deutsche Pioniere'];Spielhagen;Friedrich;noWikiID;1;Deutsche  Pioniere;../../spielhag/pioniere/pioniere.html;1871;narration;Gutenberg-DE
DEUTSCHER_ADEL_(WILHELM_RAABE);['Deutscher Adel'];Raabe;Wilhelm;Q1204575;1;Deutscher Adel;../../raabe/dadel/dadel.html;1880;narration;Gutenberg-DE
DICHTER_UND_IHRE_GESELLEN;['Dichter und ihre Gesellen'];Eichendorff;Joseph von;Q1209499;9;Dichter und ihre  Gesellen;../../Eichendorff/dichter/dichter.html;1835;([], ['novella']);Gutenberg-DE
DICHTERLEBEN;['Dichterleben'];Tieck;Ludwig;noWikiID;1;Dichterleben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Dichterleben.xml;1825;novella;textgrid
DIE_ABDERITEN;['Geschichte der Abderiten', 'Die Abderiten'];Wieland;Christoph Martin;Q1210777;5;Geschichte der  Abderiten;../../wieland/abdera/abdera.html;1774;(['satire'], []);Gutenberg-DE
DIE_ABENTEUER_DER_SYLVESTERNACHT;['Die Abenteuer der Sylvesternacht'];Hoffmann;E. T. A;noWikiID;1;;http://www.zeno.org/Literatur/M/Hoffmann,+E.+T.+A./Erz%C3%A4hlungen,+M%C3%A4rchen+und+Schriften/Fantasiest%C3%BCcke+in+Callots+Manier/Zweiter+Teil/3.+Die+Abenteuer+der+Silvester-Nacht;1814;;zeno
DIE_ABENTHEUER_DES_DON_SYLVIO_VON_ROSALVA;['Die Abentheuer des Don Sylvio von Rosalva'];Wieland;Christoph Martin;noWikiID;4;Die Abentheuer des Don  Sylvio;../../wieland/sylvio/sylvio.html;1764;;Gutenberg-DE
DIE_AHNEN;['Die Ahnen'];Freytag;Gustav;Q42185371;3;Die Ahnen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Freytag_Gustav_Die_Ahnen.xml;1872;([], ['novel']);textgrid
DIE_AKTEN_DES_VOGELSANGS;['Die Akten des Vogelsangs', 'Akten des Vogelsangs', 'Oie Akten des Vogelsangs'];Raabe;Wilhelm;Q1210969;13;Die Akten des Vogelsangs;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_Akten_des_Vogelsangs.xml;1896;narration;textgrid
DIE_ANARCHISTEN;['Die Anarchisten'];Mackay;John Henry;noWikiID;2;Die Anarchisten;../../mackay/anarchis/anarchis.html;1891;;Gutenberg-DE
DIE_BARONIN;['Die Baronin'];Dedenrot;Eugen Hermann von;noWikiID;1;Die Baronin;../../dedenrot/baronin/baronin.html;1873;narration;Gutenberg-DE
DIE_BEICHTE;['Die Beichte'];Stach;Ilse von;noWikiID;2;Die Beichte;../../stach/beichte/beichte.html;1913;novella;Gutenberg-DE
DIE_BRAUTNACHT;['Die Brautnacht'];Pichler;Adolf;noWikiID;2;Die Brautnacht;../../pichler/brautnac/brautnac.html;1897;narration;Gutenberg-DE
DIE_CHINESISCHE_MAUER;['Die chinesische Mauer'];Kraus;Karl;noWikiID;1;Die chinesische  Mauer;../../kraus/chimauer/chimauer.html;1910;narration;Gutenberg-DE
DIE_CHRONIK_DER_SPERLINGSGASSE;['Die Chronik der Sperlingsgasse', 'Die Chronik der Sper/ingsgasse', 'Chronik der Sperlingsgasse'];Raabe;Wilhelm;Q1211874;11;Die Chronik der Sperlingsgasse;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_Chronik_der_Sperlingsgasse.xml;1857;([], ['novel']);textgrid
DIE_DREI_GERECHTEN_KAMMMACHER;['Die drei gerechten Kammacher'];Keller;Gottfried;Q1218123;1;Die drei gerechten  Kammacher;../../keller/kammachr/kammachr.html;1856;([], ['novella']);Gutenberg-DE
DIE_DREI_NUESSE;['Die drei NÃ¼sse'];Brentano;Clemes;noWikiID;1;Die drei NÃ¼sse;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Brentano_Clemens_Die_drei_NÃ¼sse.xml;1817;narration;textgrid
DIE_ELFEN_(LUDWIG_TIECK);['Die Elfen'];Tieck;Ludwig;Q1169906;3;Die Elfen;../../tieck/elfen/elfen.html;1812;([], ['narration']);Gutenberg-DE
DIE_ELIXIERE_DES_TEUFELS;['Die Elixiere des Teufels', 'Elixieren des Teufels'];Hoffmann;E. T. A;Q600849;14;Die Elixiere des  Teufels;../../Hoffmann/elexiere/elexiere.html;1815;(['mirabilia'], ['novel']);Gutenberg-DE
DIE_ENTFUEHRUNG;['Die EntfÃ¼hrung'];Eichendorff;Joseph von;noWikiID;3;Die  EntfÃ¼hrung;../../Eichendorff/entfuehr/entfuehr.html;1838;novella;Gutenberg-DE
DIE_EPIGONEN;['Die Epigonen', 'Epigonen'];Immermann;Karl;noWikiID;32;Die Epigonen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Immermann_Karl_Die_Epigonen.xml;1836;;textgrid
DIE_ERMORDUNG_EINER_BUTTERBLUME;['Ermordung einer Butterblume'];Döblin;Alfred;Q1212233;1;;31660;1910;([], ['short story collection']);Gutenberg-US
DIE_EUROPAMUEDEN;['Die EuropamÃ¼den'];Willkomm;Ernst;noWikiID;2;Die EuropamÃ¼den;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Willkomm_Ernst_Adolf_Die_EuropamÃ¼den.xml;1838;;textgrid
DIE_FAMILIE;['Die Familie'];Riehl;Wilhelm Heinrich;noWikiID;3;Die Familie;../../riehl/familie/familie.html;1855;narration;Gutenberg-DE
DIE_FAMILIE_SELDORF;['Die Familie Seldorf'];Huber;Therese;Q977237;3;Die Familie Seldorf;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Huber_Therese_Die_Familie_Seldorf.xml;1795;novel;textgrid
DIE_FAMILIE_WOREL;['Die Familie Worel'];Saar;Ferdinand von;Q1212318;1;;http://www.zeno.org/Literatur/M/Saar,+Ferdinand+von/Erz%C3%A4hlungen/Tragik+des+Lebens/Die+Familie+Worel;1906;narrative;zeno
DIE_FERMATE;['Die Fermate'];Hoffmann;E. T. A;noWikiID;1;Die Fermate;../../Hoffmann/fermate/fermate.html;1815;novella;Gutenberg-DE
DIE_FLUSSPIRATEN_DES_MISSISSIPPI;['Die FluÃŸpiraten des Mississippi'];Gerstäcker;Friedrich;Q1212508;1;Die FluÃŸpiraten des Mississippi;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/GerstÃ¤cker_Friedrich_Die_FluÃŸpiraten_des_Mississippi.xml;1848;([], ['novel']);textgrid
DIE_FRAU_PROFESSORIN;['Die Frau Professorin'];Auerbach;Berthold;noWikiID;2;Die Frau  Professorin;../../auerbach/frprofes/frprofes.html;1846;;Gutenberg-DE
